node_id,workspace,layer,node_kind,label,source_file,source_id,evidence_status,semantics_status,notes
OPT-PATH-BASELINE-CONTRACT,WS-OPTIMIZATION,optimized,element,Путь к active baseline contract,optimization_element_catalog_v16.csv,OPT-PATH-BASELINE-CONTRACT,designed_target,pending,type=path_text; region=OT-CONTRACT; binding=optimization.baseline.contract_path
OPT-BADGE-BASELINE-SOURCE,WS-OPTIMIZATION,optimized,element,Источник baseline,optimization_element_catalog_v16.csv,OPT-BADGE-BASELINE-SOURCE,designed_target,pending,type=status_badge; region=OT-CONTRACT; binding=optimization.baseline.source_kind
OPT-BADGE-SNAPSHOT-HASH,WS-OPTIMIZATION,optimized,element,Hash snapshot,optimization_element_catalog_v16.csv,OPT-BADGE-SNAPSHOT-HASH,designed_target,pending,type=badge; region=OT-CONTRACT; binding=optimization.snapshot.hash
OPT-BADGE-OBJECTIVE-VERSION,WS-OPTIMIZATION,optimized,element,Версия objective contract,optimization_element_catalog_v16.csv,OPT-BADGE-OBJECTIVE-VERSION,designed_target,pending,type=badge; region=OT-CONTRACT; binding=optimization.objective.version
OPT-TXT-OBJECTIVE-STACK,WS-OPTIMIZATION,optimized,element,Стек целевых показателей,optimization_element_catalog_v16.csv,OPT-TXT-OBJECTIVE-STACK,designed_target,pending,type=info_text; region=OT-CONTRACT; binding=optimization.objective.stack_summary
OPT-TXT-HARD-GATE,WS-OPTIMIZATION,optimized,element,Жёсткое ограничение,optimization_element_catalog_v16.csv,OPT-TXT-HARD-GATE,designed_target,pending,type=info_text; region=OT-CONTRACT; binding=optimization.objective.hard_gate_summary
OPT-BADGE-CONTRACT-DRIFT,WS-OPTIMIZATION,optimized,element,Несовпадение контрактов,optimization_element_catalog_v16.csv,OPT-BADGE-CONTRACT-DRIFT,designed_target,pending,type=status_badge; region=OT-CONTRACT; binding=optimization.contract_drift_state
OPT-BTN-SHOW-BASELINE-CONTRACT,WS-OPTIMIZATION,optimized,element,Показать baseline contract,optimization_element_catalog_v16.csv,OPT-BTN-SHOW-BASELINE-CONTRACT,designed_target,pending,type=secondary_button; region=OT-CONTRACT; binding=action.show_baseline_contract
OPT-BTN-SHOW-OBJECTIVE-CONTRACT,WS-OPTIMIZATION,optimized,element,Показать objective contract,optimization_element_catalog_v16.csv,OPT-BTN-SHOW-OBJECTIVE-CONTRACT,designed_target,pending,type=secondary_button; region=OT-CONTRACT; binding=action.show_objective_contract
OPT-CARD-OBJECTIVE-ORDER,WS-OPTIMIZATION,optimized,element,Графическая иерархия objective stack,optimization_element_catalog_v16.csv,OPT-CARD-OBJECTIVE-ORDER,designed_target,pending,type=visual_card; region=OT-CONTRACT; binding=optimization.objective.order_visual
OPT-CARD-HARD-GATE,WS-OPTIMIZATION,optimized,element,Карточка hard gate,optimization_element_catalog_v16.csv,OPT-CARD-HARD-GATE,designed_target,pending,type=policy_card; region=OT-CONTRACT; binding=optimization.objective.hard_gate_card
OPT-CARD-HASH-PAYLOAD,WS-OPTIMIZATION,optimized,element,Сводка problem hash payload,optimization_element_catalog_v16.csv,OPT-CARD-HASH-PAYLOAD,designed_target,pending,type=metric_card; region=OT-CONTRACT; binding=optimization.problem_hash_payload
OPT-RAD-STAGE,WS-OPTIMIZATION,optimized,element,Режим по стадиям (рекомендуется),optimization_element_catalog_v16.csv,OPT-RAD-STAGE,designed_target,pending,type=radio_option; region=OT-MODE; binding=optimization.mode.stage
OPT-RAD-DIST,WS-OPTIMIZATION,optimized,element,Distributed coordinator,optimization_element_catalog_v16.csv,OPT-RAD-DIST,designed_target,pending,type=radio_option; region=OT-MODE; binding=optimization.mode.dist
OPT-BADGE-READY,WS-OPTIMIZATION,optimized,element,Готовность запуска,optimization_element_catalog_v16.csv,OPT-BADGE-READY,designed_target,pending,type=status_badge; region=OT-MODE; binding=optimization.ready_state
OPT-TXT-MODE-HELP,WS-OPTIMIZATION,optimized,element,Что делает выбранный режим,optimization_element_catalog_v16.csv,OPT-TXT-MODE-HELP,designed_target,pending,type=info_text; region=OT-MODE; binding=optimization.mode.help
OPT-BTN-LAUNCH-STAGE,WS-OPTIMIZATION,optimized,element,Запустить StageRunner,optimization_element_catalog_v16.csv,OPT-BTN-LAUNCH-STAGE,designed_target,pending,type=primary_button; region=OT-MODE; binding=action.launch_stage_runner
OPT-BTN-LAUNCH-DIST,WS-OPTIMIZATION,optimized,element,Запустить distributed coordinator,optimization_element_catalog_v16.csv,OPT-BTN-LAUNCH-DIST,designed_target,pending,type=primary_button; region=OT-MODE; binding=action.launch_dist
OPT-BTN-STOP,WS-OPTIMIZATION,optimized,element,Остановить,optimization_element_catalog_v16.csv,OPT-BTN-STOP,designed_target,pending,type=danger_button; region=OT-MODE; binding=action.stop_run
OPT-BTN-CANCEL,WS-OPTIMIZATION,optimized,element,Отменить запуск,optimization_element_catalog_v16.csv,OPT-BTN-CANCEL,designed_target,pending,type=secondary_button; region=OT-MODE; binding=action.cancel_launch
OPT-BTN-OPEN-DIAG,WS-OPTIMIZATION,optimized,element,Собрать диагностику,optimization_element_catalog_v16.csv,OPT-BTN-OPEN-DIAG,designed_target,pending,type=primary_aux_button; region=OT-MODE; binding=route.diagnostics
OPT-BTN-OPEN-HISTORY,WS-OPTIMIZATION,optimized,element,Открыть историю,optimization_element_catalog_v16.csv,OPT-BTN-OPEN-HISTORY,designed_target,pending,type=secondary_button; region=OT-MODE; binding=action.scroll_history
OPT-FLD-MINUTES,WS-OPTIMIZATION,optimized,element,Лимит времени оптимизации,optimization_element_catalog_v16.csv,OPT-FLD-MINUTES,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.minutes
OPT-FLD-JOBS,WS-OPTIMIZATION,optimized,element,Параллельные задания,optimization_element_catalog_v16.csv,OPT-FLD-JOBS,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.jobs
OPT-FLD-WARMSTART,WS-OPTIMIZATION,optimized,element,Режим warm-start,optimization_element_catalog_v16.csv,OPT-FLD-WARMSTART,designed_target,pending,type=combo_box; region=OT-STAGE; binding=optimization.stage.warmstart_mode
OPT-FLD-SURR-SAMPLES,WS-OPTIMIZATION,optimized,element,Число surrogate samples,optimization_element_catalog_v16.csv,OPT-FLD-SURR-SAMPLES,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.surrogate_samples
OPT-FLD-SURR-TOPK,WS-OPTIMIZATION,optimized,element,Surrogate top-k,optimization_element_catalog_v16.csv,OPT-FLD-SURR-TOPK,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.surrogate_top_k
OPT-FLD-SEED-CAND,WS-OPTIMIZATION,optimized,element,Seed кандидатов,optimization_element_catalog_v16.csv,OPT-FLD-SEED-CAND,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.seed_candidates
OPT-FLD-SEED-COND,WS-OPTIMIZATION,optimized,element,Seed условий,optimization_element_catalog_v16.csv,OPT-FLD-SEED-COND,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.seed_conditions
OPT-CHK-SORT-COST,WS-OPTIMIZATION,optimized,element,Сортировать тесты по стоимости,optimization_element_catalog_v16.csv,OPT-CHK-SORT-COST,designed_target,pending,type=check_box; region=OT-STAGE; binding=optimization.stage.sort_tests_by_cost
OPT-FLD-STOP-PEN-1,WS-OPTIMIZATION,optimized,element,Порог ранней остановки stage1,optimization_element_catalog_v16.csv,OPT-FLD-STOP-PEN-1,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.stop_pen_stage1
OPT-FLD-STOP-PEN-2,WS-OPTIMIZATION,optimized,element,Порог ранней остановки stage2,optimization_element_catalog_v16.csv,OPT-FLD-STOP-PEN-2,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.stop_pen_stage2
OPT-FLD-EPS-REL,WS-OPTIMIZATION,optimized,element,System influence eps_rel,optimization_element_catalog_v16.csv,OPT-FLD-EPS-REL,designed_target,pending,type=number_box; region=OT-STAGE; binding=optimization.stage.influence_eps_rel
OPT-CHK-ADAPT-EPS,WS-OPTIMIZATION,optimized,element,Adaptive epsilon,optimization_element_catalog_v16.csv,OPT-CHK-ADAPT-EPS,designed_target,pending,type=check_box; region=OT-STAGE; binding=optimization.stage.adaptive_influence_eps
OPT-FLD-POLICY-MODE,WS-OPTIMIZATION,optimized,element,Seed/promotion policy,optimization_element_catalog_v16.csv,OPT-FLD-POLICY-MODE,designed_target,pending,type=combo_box; region=OT-STAGE; binding=optimization.stage.policy_mode
OPT-CARD-STAGE-BUDGETS,WS-OPTIMIZATION,optimized,element,Графическое распределение бюджета по стадиям,optimization_element_catalog_v16.csv,OPT-CARD-STAGE-BUDGETS,designed_target,pending,type=visual_card; region=OT-STAGE; binding=optimization.stage.budget_visual
OPT-CARD-STAGE-PRIORITY,WS-OPTIMIZATION,optimized,element,Графический профиль приоритета параметров,optimization_element_catalog_v16.csv,OPT-CARD-STAGE-PRIORITY,designed_target,pending,type=visual_card; region=OT-STAGE; binding=optimization.stage.priority_visual
OPT-FLD-BACKEND,WS-OPTIMIZATION,optimized,element,Вычислительный backend,optimization_element_catalog_v16.csv,OPT-FLD-BACKEND,designed_target,pending,type=combo_box; region=OT-DIST; binding=optimization.dist.backend
OPT-FLD-BUDGET,WS-OPTIMIZATION,optimized,element,Бюджет распределённой оптимизации,optimization_element_catalog_v16.csv,OPT-FLD-BUDGET,designed_target,pending,type=number_box; region=OT-DIST; binding=optimization.dist.budget
OPT-FLD-MAX-INFLIGHT,WS-OPTIMIZATION,optimized,element,Максимум задач в полёте,optimization_element_catalog_v16.csv,OPT-FLD-MAX-INFLIGHT,designed_target,pending,type=number_box; region=OT-DIST; binding=optimization.dist.max_inflight
OPT-FLD-Q,WS-OPTIMIZATION,optimized,element,Размер пакета предложений q,optimization_element_catalog_v16.csv,OPT-FLD-Q,designed_target,pending,type=number_box; region=OT-DIST; binding=optimization.dist.q
OPT-FLD-DEVICE,WS-OPTIMIZATION,optimized,element,Устройство proposer,optimization_element_catalog_v16.csv,OPT-FLD-DEVICE,designed_target,pending,type=combo_box; region=OT-DIST; binding=optimization.dist.device
OPT-FLD-DB-ENGINE,WS-OPTIMIZATION,optimized,element,Движок базы run history,optimization_element_catalog_v16.csv,OPT-FLD-DB-ENGINE,designed_target,pending,type=combo_box; region=OT-DIST; binding=optimization.dist.db_engine
OPT-CHK-RESUME,WS-OPTIMIZATION,optimized,element,Возобновлять run,optimization_element_catalog_v16.csv,OPT-CHK-RESUME,designed_target,pending,type=check_box; region=OT-DIST; binding=optimization.dist.resume
OPT-FLD-RUN-ID,WS-OPTIMIZATION,optimized,element,Идентификатор distributed run,optimization_element_catalog_v16.csv,OPT-FLD-RUN-ID,designed_target,pending,type=text_box; region=OT-DIST; binding=optimization.dist.run_id
OPT-FLD-STALE-TTL,WS-OPTIMIZATION,optimized,element,"TTL устаревания, секунды",optimization_element_catalog_v16.csv,OPT-FLD-STALE-TTL,designed_target,pending,type=number_box; region=OT-DIST; binding=optimization.dist.stale_ttl_sec
OPT-CHK-HV-LOG,WS-OPTIMIZATION,optimized,element,Писать hypervolume log,optimization_element_catalog_v16.csv,OPT-CHK-HV-LOG,designed_target,pending,type=check_box; region=OT-DIST; binding=optimization.dist.hv_log
OPT-FLD-EXPORT-EVERY,WS-OPTIMIZATION,optimized,element,Период экспорта результатов,optimization_element_catalog_v16.csv,OPT-FLD-EXPORT-EVERY,designed_target,pending,type=number_box; region=OT-DIST; binding=optimization.dist.export_every
OPT-CARD-DASK,WS-OPTIMIZATION,optimized,element,Карточка Dask local cluster,optimization_element_catalog_v16.csv,OPT-CARD-DASK,designed_target,pending,type=policy_card; region=OT-DIST; binding=optimization.dist.dask_summary
OPT-CARD-RAY,WS-OPTIMIZATION,optimized,element,Карточка Ray runtime,optimization_element_catalog_v16.csv,OPT-CARD-RAY,designed_target,pending,type=policy_card; region=OT-DIST; binding=optimization.dist.ray_summary
OPT-CARD-BOTORCH,WS-OPTIMIZATION,optimized,element,Карточка BoTorch/qNEHVI,optimization_element_catalog_v16.csv,OPT-CARD-BOTORCH,designed_target,pending,type=policy_card; region=OT-DIST; binding=optimization.dist.botorch_summary
OPT-BAR-PROGRESS,WS-OPTIMIZATION,optimized,element,Общий progress bar,optimization_element_catalog_v16.csv,OPT-BAR-PROGRESS,designed_target,pending,type=progress_bar; region=OT-PROGRESS; binding=optimization.progress.fraction
OPT-BADGE-STAGE,WS-OPTIMIZATION,optimized,element,Текущая стадия,optimization_element_catalog_v16.csv,OPT-BADGE-STAGE,designed_target,pending,type=status_badge; region=OT-PROGRESS; binding=optimization.progress.current_stage
OPT-TXT-ELAPSED,WS-OPTIMIZATION,optimized,element,Прошло времени,optimization_element_catalog_v16.csv,OPT-TXT-ELAPSED,designed_target,pending,type=info_text; region=OT-PROGRESS; binding=optimization.progress.elapsed
OPT-TXT-STAGE-ROWS,WS-OPTIMIZATION,optimized,element,Строк текущей стадии,optimization_element_catalog_v16.csv,OPT-TXT-STAGE-ROWS,designed_target,pending,type=info_text; region=OT-PROGRESS; binding=optimization.progress.stage_rows
OPT-TXT-COMBINED-ROWS,WS-OPTIMIZATION,optimized,element,Суммарные строки,optimization_element_catalog_v16.csv,OPT-TXT-COMBINED-ROWS,designed_target,pending,type=info_text; region=OT-PROGRESS; binding=optimization.progress.combined_rows
OPT-BADGE-UNDERFILL,WS-OPTIMIZATION,optimized,element,Состояние underfill,optimization_element_catalog_v16.csv,OPT-BADGE-UNDERFILL,designed_target,pending,type=status_badge; region=OT-PROGRESS; binding=optimization.progress.underfill_state
OPT-CARD-GATE-PREVIEW,WS-OPTIMIZATION,optimized,element,Причины gate reject,optimization_element_catalog_v16.csv,OPT-CARD-GATE-PREVIEW,designed_target,pending,type=reason_card; region=OT-PROGRESS; binding=optimization.progress.gate_reason_preview
OPT-CARD-FOCUS-PREVIEW,WS-OPTIMIZATION,optimized,element,Причины focus-block,optimization_element_catalog_v16.csv,OPT-CARD-FOCUS-PREVIEW,designed_target,pending,type=reason_card; region=OT-PROGRESS; binding=optimization.progress.focus_blocked_preview
OPT-CARD-PROMO-PREVIEW,WS-OPTIMIZATION,optimized,element,Причины promotion-block,optimization_element_catalog_v16.csv,OPT-CARD-PROMO-PREVIEW,designed_target,pending,type=reason_card; region=OT-PROGRESS; binding=optimization.progress.promotion_blocked_preview
OPT-PATH-RUN-DIR,WS-OPTIMIZATION,optimized,element,Каталог текущего run,optimization_element_catalog_v16.csv,OPT-PATH-RUN-DIR,designed_target,pending,type=path_text; region=OT-PROGRESS; binding=optimization.progress.run_dir
OPT-BTN-OPEN-RUN-DIR,WS-OPTIMIZATION,optimized,element,Открыть run dir,optimization_element_catalog_v16.csv,OPT-BTN-OPEN-RUN-DIR,designed_target,pending,type=secondary_button; region=OT-PROGRESS; binding=action.open_run_dir
OPT-BTN-OPEN-LOGS,WS-OPTIMIZATION,optimized,element,Открыть логи,optimization_element_catalog_v16.csv,OPT-BTN-OPEN-LOGS,designed_target,pending,type=secondary_button; region=OT-PROGRESS; binding=action.open_logs
OPT-TBL-HISTORY,WS-OPTIMIZATION,optimized,element,Таблица истории optimization run,optimization_element_catalog_v16.csv,OPT-TBL-HISTORY,designed_target,pending,type=table; region=OT-HISTORY; binding=optimization.history.rows
OPT-FLD-HISTORY-FILTER,WS-OPTIMIZATION,optimized,element,Фильтр истории,optimization_element_catalog_v16.csv,OPT-FLD-HISTORY-FILTER,designed_target,pending,type=combo_box; region=OT-HISTORY; binding=optimization.history.filter
OPT-BTN-COMPARE,WS-OPTIMIZATION,optimized,element,Сравнить выбранные run,optimization_element_catalog_v16.csv,OPT-BTN-COMPARE,designed_target,pending,type=primary_button; region=OT-HISTORY; binding=action.compare_runs
OPT-CARD-RUN-CONTRACT,WS-OPTIMIZATION,optimized,element,Карточка выбранного run contract,optimization_element_catalog_v16.csv,OPT-CARD-RUN-CONTRACT,designed_target,pending,type=policy_card; region=OT-HISTORY; binding=optimization.history.selected_contract
OPT-CARD-RUN-METRICS,WS-OPTIMIZATION,optimized,element,Сводка метрик выбранного run,optimization_element_catalog_v16.csv,OPT-CARD-RUN-METRICS,designed_target,pending,type=metric_card; region=OT-HISTORY; binding=optimization.history.selected_metrics
OPT-BADGE-CONTRACT-MISMATCH,WS-OPTIMIZATION,optimized,element,Разный objective contract,optimization_element_catalog_v16.csv,OPT-BADGE-CONTRACT-MISMATCH,designed_target,pending,type=status_badge; region=OT-HISTORY; binding=optimization.history.contract_mismatch
OPT-BADGE-HARD-GATE-MISMATCH,WS-OPTIMIZATION,optimized,element,Разный hard gate,optimization_element_catalog_v16.csv,OPT-BADGE-HARD-GATE-MISMATCH,designed_target,pending,type=status_badge; region=OT-HISTORY; binding=optimization.history.hard_gate_mismatch
OPT-BTN-OPEN-RESULTS,WS-OPTIMIZATION,optimized,element,Открыть results CSV,optimization_element_catalog_v16.csv,OPT-BTN-OPEN-RESULTS,designed_target,pending,type=secondary_button; region=OT-HISTORY; binding=action.open_results_csv
OPT-BTN-MARK-ANALYSIS,WS-OPTIMIZATION,optimized,element,Открыть в анализе,optimization_element_catalog_v16.csv,OPT-BTN-MARK-ANALYSIS,designed_target,pending,type=secondary_button; region=OT-HISTORY; binding=action.open_analysis_selected
OPT-BADGE-ANALYSIS-READY,WS-OPTIMIZATION,optimized,element,Готовность handoff в анализ,optimization_element_catalog_v16.csv,OPT-BADGE-ANALYSIS-READY,designed_target,pending,type=status_badge; region=OT-HANDOFF; binding=optimization.handoff.analysis_ready
OPT-BADGE-ANIMATOR-READY,WS-OPTIMIZATION,optimized,element,Готовность handoff в аниматор,optimization_element_catalog_v16.csv,OPT-BADGE-ANIMATOR-READY,designed_target,pending,type=status_badge; region=OT-HANDOFF; binding=optimization.handoff.animator_ready
OPT-BADGE-DIAG-READY,WS-OPTIMIZATION,optimized,element,Готовность диагностики,optimization_element_catalog_v16.csv,OPT-BADGE-DIAG-READY,designed_target,pending,type=status_badge; region=OT-HANDOFF; binding=optimization.handoff.diagnostics_ready
OPT-TXT-SELECTED-RUN,WS-OPTIMIZATION,optimized,element,Выбранный run для передачи,optimization_element_catalog_v16.csv,OPT-TXT-SELECTED-RUN,designed_target,pending,type=info_text; region=OT-HANDOFF; binding=optimization.handoff.selected_run
OPT-BTN-OPEN-ANALYSIS-SELECTED,WS-OPTIMIZATION,optimized,element,Открыть анализ для run,optimization_element_catalog_v16.csv,OPT-BTN-OPEN-ANALYSIS-SELECTED,designed_target,pending,type=primary_button; region=OT-HANDOFF; binding=action.open_analysis_selected
OPT-BTN-OPEN-ANIMATOR-SELECTED,WS-OPTIMIZATION,optimized,element,Открыть аниматор для run,optimization_element_catalog_v16.csv,OPT-BTN-OPEN-ANIMATOR-SELECTED,designed_target,pending,type=primary_button; region=OT-HANDOFF; binding=action.open_animator_selected
OPT-BTN-COLLECT-DIAG,WS-OPTIMIZATION,optimized,element,Собрать диагностику,optimization_element_catalog_v16.csv,OPT-BTN-COLLECT-DIAG,designed_target,pending,type=primary_aux_button; region=OT-HANDOFF; binding=route.diagnostics
OPT-CARD-PAYLOAD,WS-OPTIMIZATION,optimized,element,Состав payload для handoff,optimization_element_catalog_v16.csv,OPT-CARD-PAYLOAD,designed_target,pending,type=visual_card; region=OT-HANDOFF; binding=optimization.handoff.payload_preview
OPT-BTN-SHOW-LATEST-OPT,WS-OPTIMIZATION,optimized,element,Показать latest_optimization,optimization_element_catalog_v16.csv,OPT-BTN-SHOW-LATEST-OPT,designed_target,pending,type=secondary_button; region=OT-HANDOFF; binding=action.show_latest_optimization
OPT-BTN-SHOW-SELECTED-CONTRACT,WS-OPTIMIZATION,optimized,element,Показать selected run contract,optimization_element_catalog_v16.csv,OPT-BTN-SHOW-SELECTED-CONTRACT,designed_target,pending,type=secondary_button; region=OT-HANDOFF; binding=action.show_selected_run_contract
FIELDGROUP-WS-OPTIMIZATION-scope_global,WS-OPTIMIZATION,optimized,field_group,scope global,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_global,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_objective_contract,WS-OPTIMIZATION,optimized,field_group,scope objective_contract,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_objective_contract,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_launch,WS-OPTIMIZATION,optimized,field_group,scope launch,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_launch,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_stage_runner,WS-OPTIMIZATION,optimized,field_group,scope stage_runner,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_stage_runner,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_stage_policy,WS-OPTIMIZATION,optimized,field_group,scope stage_policy,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_stage_policy,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_distributed,WS-OPTIMIZATION,optimized,field_group,scope distributed,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_distributed,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_distributed_advanced,WS-OPTIMIZATION,optimized,field_group,scope distributed_advanced,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_distributed_advanced,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_run_progress,WS-OPTIMIZATION,optimized,field_group,scope run_progress,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_run_progress,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_history,WS-OPTIMIZATION,optimized,field_group,scope history,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_history,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-OPTIMIZATION-scope_handoff,WS-OPTIMIZATION,optimized,field_group,scope handoff,optimization_field_catalog_v16.csv,FIELDGROUP-WS-OPTIMIZATION-scope_handoff,designed_target,pending,Field grouping by scope.
OPT-FLD-BASELINE-ID,WS-OPTIMIZATION,optimized,field,Идентификатор active baseline,optimization_field_catalog_v16.csv,OPT-FLD-BASELINE-ID,designed_target,pending,data_type=uuid; scope=global
OPT-FLD-BASELINE-HASH,WS-OPTIMIZATION,optimized,field,Hash active baseline,optimization_field_catalog_v16.csv,OPT-FLD-BASELINE-HASH,designed_target,pending,data_type=hash; scope=global
OPT-FLD-BASELINE-SOURCE-KIND,WS-OPTIMIZATION,optimized,field,Источник active baseline,optimization_field_catalog_v16.csv,OPT-FLD-BASELINE-SOURCE-KIND,designed_target,pending,data_type=enum; scope=global
OPT-FLD-SNAPSHOT-HASH,WS-OPTIMIZATION,optimized,field,Hash validated snapshot,optimization_field_catalog_v16.csv,OPT-FLD-SNAPSHOT-HASH,designed_target,pending,data_type=hash; scope=global
OPT-FLD-OBJECTIVE-CONTRACT-ID,WS-OPTIMIZATION,optimized,field,Идентификатор objective contract,optimization_field_catalog_v16.csv,OPT-FLD-OBJECTIVE-CONTRACT-ID,designed_target,pending,data_type=uuid; scope=objective_contract
OPT-FLD-OBJECTIVE-CONTRACT-HASH,WS-OPTIMIZATION,optimized,field,Hash objective contract,optimization_field_catalog_v16.csv,OPT-FLD-OBJECTIVE-CONTRACT-HASH,designed_target,pending,data_type=hash; scope=objective_contract
OPT-FLD-OBJECTIVE-STACK,WS-OPTIMIZATION,optimized,field,Стек целевых показателей,optimization_field_catalog_v16.csv,OPT-FLD-OBJECTIVE-STACK,designed_target,pending,data_type=array[text]; scope=objective_contract
OPT-FLD-HARD-GATE-KEY,WS-OPTIMIZATION,optimized,field,Ключ жёсткого ограничения,optimization_field_catalog_v16.csv,OPT-FLD-HARD-GATE-KEY,designed_target,pending,data_type=text; scope=objective_contract
OPT-FLD-HARD-GATE-TOL,WS-OPTIMIZATION,optimized,field,Порог жёсткого ограничения,optimization_field_catalog_v16.csv,OPT-FLD-HARD-GATE-TOL,designed_target,pending,data_type=number; scope=objective_contract; unit=доля единицы или метрика
OPT-FLD-ACTIVE-MODE,WS-OPTIMIZATION,optimized,field,Активный режим оптимизации,optimization_field_catalog_v16.csv,OPT-FLD-ACTIVE-MODE,designed_target,pending,data_type=enum; scope=global
OPT-FLD-READY-STATE,WS-OPTIMIZATION,optimized,field,Готовность запуска optimization,optimization_field_catalog_v16.csv,OPT-FLD-READY-STATE,designed_target,pending,data_type=enum; scope=global
OPT-FLD-RUN-NAME,WS-OPTIMIZATION,optimized,field,Имя optimization run,optimization_field_catalog_v16.csv,OPT-FLD-RUN-NAME,designed_target,pending,data_type=text; scope=launch
OPT-FLD-RUN-DIR,WS-OPTIMIZATION,optimized,field,Каталог optimization run,optimization_field_catalog_v16.csv,OPT-FLD-RUN-DIR,designed_target,pending,data_type=path; scope=launch
OPT-FLD-OPT-MINUTES,WS-OPTIMIZATION,optimized,field,Лимит времени оптимизации,optimization_field_catalog_v16.csv,OPT-FLD-OPT-MINUTES,designed_target,pending,data_type=number; scope=stage_runner; unit=минуты
OPT-FLD-SEED-CANDIDATES,WS-OPTIMIZATION,optimized,field,Seed кандидатов,optimization_field_catalog_v16.csv,OPT-FLD-SEED-CANDIDATES,designed_target,pending,data_type=integer; scope=stage_runner; unit=шт.
OPT-FLD-SEED-CONDITIONS,WS-OPTIMIZATION,optimized,field,Seed условий,optimization_field_catalog_v16.csv,OPT-FLD-SEED-CONDITIONS,designed_target,pending,data_type=integer; scope=stage_runner; unit=шт.
OPT-FLD-SORT-TESTS,WS-OPTIMIZATION,optimized,field,Сортировать тесты по стоимости,optimization_field_catalog_v16.csv,OPT-FLD-SORT-TESTS,designed_target,pending,data_type=boolean; scope=stage_runner
OPT-FLD-INFLUENCE-EPS,WS-OPTIMIZATION,optimized,field,System influence eps_rel,optimization_field_catalog_v16.csv,OPT-FLD-INFLUENCE-EPS,designed_target,pending,data_type=number; scope=stage_runner; unit=доля единицы
OPT-FLD-ADAPTIVE-EPS,WS-OPTIMIZATION,optimized,field,Adaptive influence epsilon,optimization_field_catalog_v16.csv,OPT-FLD-ADAPTIVE-EPS,designed_target,pending,data_type=boolean; scope=stage_runner
OPT-FLD-STAGE-POLICY,WS-OPTIMIZATION,optimized,field,Режим seed/promotion policy,optimization_field_catalog_v16.csv,OPT-FLD-STAGE-POLICY,designed_target,pending,data_type=enum; scope=stage_runner
OPT-FLD-STAGE0-BUDGET,WS-OPTIMIZATION,optimized,field,Бюджет stage0,optimization_field_catalog_v16.csv,OPT-FLD-STAGE0-BUDGET,designed_target,pending,data_type=number; scope=stage_policy; unit=минуты
OPT-FLD-STAGE1-BUDGET,WS-OPTIMIZATION,optimized,field,Бюджет stage1,optimization_field_catalog_v16.csv,OPT-FLD-STAGE1-BUDGET,designed_target,pending,data_type=number; scope=stage_policy; unit=минуты
OPT-FLD-STAGE2-BUDGET,WS-OPTIMIZATION,optimized,field,Бюджет stage2,optimization_field_catalog_v16.csv,OPT-FLD-STAGE2-BUDGET,designed_target,pending,data_type=number; scope=stage_policy; unit=минуты
OPT-FLD-DIST-BUDGET,WS-OPTIMIZATION,optimized,field,Бюджет distributed run,optimization_field_catalog_v16.csv,OPT-FLD-DIST-BUDGET,designed_target,pending,data_type=number; scope=distributed; unit=минуты
OPT-FLD-RESUME,WS-OPTIMIZATION,optimized,field,Возобновлять run,optimization_field_catalog_v16.csv,OPT-FLD-RESUME,designed_target,pending,data_type=boolean; scope=distributed
