id,automation_id,название,тип,регион,прямоугольник_в_базовом_окне,tooltip_id,help_id,назначение,узел_пайплайна,видимость,доступность,клавиша_доступа,tab_index,workspace_owner,горячая_клавиша
AN-EXPLANATION,AN-EXPLANATION,Пояснение результата,rich_text_panel,аналитика,"{""x"": {""значение"": 1318, ""единица"": ""px""}, ""y"": {""значение"": 672, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 240, ""единица"": ""px""}}",TT-AN-EXPLANATION,HELP-AN-EXPLANATION,Краткое объяснение «почему лучше / почему хуже».,OPT-09,,,,,WS-ANALYTICS,
AN-BTN-OPEN-ANIMATOR,AN-BTN-OPEN-ANIMATOR,Открыть аниматор,secondary_button,аналитика,"{""x"": {""значение"": 1318, ""единица"": ""px""}, ""y"": {""значение"": 928, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-AN-BTN-OPEN-ANIMATOR,HELP-AN-BTN-OPEN-ANIMATOR,Переход к аниматору.,OPT-10,,,,,WS-ANALYTICS,
AM-VIEWPORT,AM-VIEWPORT,3D viewport,viewport_3d,аниматор,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 1204, ""единица"": ""px""}, ""высота"": {""значение"": 816, ""единица"": ""px""}}",TT-AM-VIEWPORT,HELP-AM-VIEWPORT,Главная 3D-сцена.,OPT-10,,,,,WS-ANIMATOR,
AM-VIEWCUBE,AM-VIEWCUBE,Навигационный куб,viewcube,аниматор,"{""x"": {""значение"": 1434, ""единица"": ""px""}, ""y"": {""значение"": 100, ""единица"": ""px""}, ""ширина"": {""значение"": 80, ""единица"": ""px""}, ""высота"": {""значение"": 80, ""единица"": ""px""}}",TT-AM-VIEWCUBE,HELP-AM-VIEWCUBE,Переориентация сцены.,OPT-10,,,,,WS-ANIMATOR,
AM-HOME-VIEW,AM-HOME-VIEW,Домашний вид,small_button,аниматор,"{""x"": {""значение"": 1434, ""единица"": ""px""}, ""y"": {""значение"": 188, ""единица"": ""px""}, ""ширина"": {""значение"": 80, ""единица"": ""px""}, ""высота"": {""значение"": 28, ""единица"": ""px""}}",TT-AM-HOME-VIEW,HELP-AM-HOME-VIEW,Вернуться к Home view.,OPT-10,,,,,WS-ANIMATOR,
AM-VIEW-PRESETS,AM-VIEW-PRESETS,Предустановленные виды,button_cluster,аниматор,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 100, ""единица"": ""px""}, ""ширина"": {""значение"": 248, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-AM-VIEW-PRESETS,HELP-AM-VIEW-PRESETS,"Спереди, сбоку, сверху, изометрия.",OPT-10,,,,,WS-ANIMATOR,
AM-SEGMENT-HUD,AM-SEGMENT-HUD,HUD сегмента и времени,overlay_card,аниматор,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 144, ""единица"": ""px""}, ""ширина"": {""значение"": 296, ""единица"": ""px""}, ""высота"": {""значение"": 120, ""единица"": ""px""}}",TT-AM-SEGMENT-HUD,HELP-AM-SEGMENT-HUD,"Текущий segment_id, название сегмента, источник данных, время, скорость.",OPT-10,,,,,WS-ANIMATOR,
AM-TRUTH-BANNER,AM-TRUTH-BANNER,Баннер достоверности,truth_banner,аниматор,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 844, ""единица"": ""px""}, ""ширина"": {""значение"": 420, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-AM-TRUTH-BANNER,HELP-AM-TRUTH-BANNER,"Показывает режим: расчётно подтверждённый, по исходным данным, условный по неполным данным.",OPT-10,,,,,WS-ANIMATOR,
AM-TIMELINE,AM-TIMELINE,Таймлайн аниматора,timeline,аниматор,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 912, ""единица"": ""px""}, ""ширина"": {""значение"": 1204, ""единица"": ""px""}, ""высота"": {""значение"": 112, ""единица"": ""px""}}",TT-AM-TIMELINE,HELP-AM-TIMELINE,"Управление временем, скоростью и источником данных.",OPT-10,,,,,WS-ANIMATOR,
AM-DETACH,AM-DETACH,Отстыковать аниматор,secondary_button,аниматор,"{""x"": {""значение"": 1358, ""единица"": ""px""}, ""y"": {""значение"": 912, ""единица"": ""px""}, ""ширина"": {""значение"": 180, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-AM-DETACH,HELP-AM-DETACH,Открыть аниматор в отдельном окне.,OPT-10,,,,,WS-ANIMATOR,
DG-BTN-COLLECT,DG-BTN-COLLECT,Собрать диагностику,primary_button,диагностика,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 260, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-DG-BTN-COLLECT,HELP-DG-BTN-COLLECT,Собрать один диагностический архив.,OPT-11,,,,,WS-DIAGNOSTICS,
DG-BTN-OPEN-LAST,DG-BTN-OPEN-LAST,Открыть последний архив,secondary_button,диагностика,"{""x"": {""значение"": 610, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 240, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-DG-BTN-OPEN-LAST,HELP-DG-BTN-OPEN-LAST,Открыть каталог или файл последнего архива.,OPT-11,,,,,WS-DIAGNOSTICS,
DG-CONTENTS,DG-CONTENTS,Состав пакета диагностики,checklist_panel,диагностика,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 144, ""единица"": ""px""}, ""ширина"": {""значение"": 540, ""единица"": ""px""}, ""высота"": {""значение"": 700, ""единица"": ""px""}}",TT-DG-CONTENTS,HELP-DG-CONTENTS,Что войдёт в пакет.,OPT-11,,,,,WS-DIAGNOSTICS,
DG-SETTINGS,DG-SETTINGS,Настройки диагностики,form_panel,диагностика,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 860, ""единица"": ""px""}, ""ширина"": {""значение"": 540, ""единица"": ""px""}, ""высота"": {""значение"": 160, ""единица"": ""px""}}",TT-DG-SETTINGS,HELP-DG-SETTINGS,"Retention, лимит размера, формат имени.",OPT-11,,,,,WS-DIAGNOSTICS,
DG-HEALTH,DG-HEALTH,Состояние self-check,health_panel,диагностика,"{""x"": {""значение"": 898, ""единица"": ""px""}, ""y"": {""значение"": 144, ""единица"": ""px""}, ""ширина"": {""значение"": 640, ""единица"": ""px""}, ""высота"": {""значение"": 320, ""единица"": ""px""}}",TT-DG-HEALTH,HELP-DG-HEALTH,Self-check и health report.,OPT-11,,,,,WS-DIAGNOSTICS,
DG-LAST-BUNDLE,DG-LAST-BUNDLE,Сведения о последнем архиве,summary_card,диагностика,"{""x"": {""значение"": 898, ""единица"": ""px""}, ""y"": {""значение"": 480, ""единица"": ""px""}, ""ширина"": {""значение"": 640, ""единица"": ""px""}, ""высота"": {""значение"": 160, ""единица"": ""px""}}",TT-DG-LAST-BUNDLE,HELP-DG-LAST-BUNDLE,"Путь, время, свежесть и размер последнего архива.",OPT-11,,,,,WS-DIAGNOSTICS,
DG-HISTORY,DG-HISTORY,История диагностических архивов,data_grid,диагностика,"{""x"": {""значение"": 898, ""единица"": ""px""}, ""y"": {""значение"": 656, ""единица"": ""px""}, ""ширина"": {""значение"": 640, ""единица"": ""px""}, ""высота"": {""значение"": 364, ""единица"": ""px""}}",TT-DG-HISTORY,HELP-DG-HISTORY,История архивов диагностики.,OPT-11,,,,,WS-DIAGNOSTICS,
ST-CATEGORY-LIST,ST-CATEGORY-LIST,Список категорий параметров,list_view,параметры_и_инструменты,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 88, ""единица"": ""px""}, ""ширина"": {""значение"": 280, ""единица"": ""px""}, ""высота"": {""значение"": 932, ""единица"": ""px""}}",TT-ST-CATEGORY-LIST,HELP-ST-CATEGORY-LIST,"Категории: интерфейс, производительность, распределённые вычисления, импорт/экспорт, системные инструменты.",OPT-12,,,,,WS-SETTINGS,
ST-SEARCH,ST-SEARCH,Поиск по параметрам и инструментам,search_box,параметры_и_инструменты,"{""x"": {""значение"": 638, ""единица"": ""px""}, ""y"": {""значение"": 88, ""единица"": ""px""}, ""ширина"": {""значение"": 420, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-ST-SEARCH,HELP-ST-SEARCH,"Поиск параметров, инструментов и команд.",OPT-12,,,,,WS-SETTINGS,
ST-FORM,ST-FORM,Форма выбранной категории,scroll_form,параметры_и_инструменты,"{""x"": {""значение"": 638, ""единица"": ""px""}, ""y"": {""значение"": 136, ""единица"": ""px""}, ""ширина"": {""значение"": 900, ""единица"": ""px""}, ""высота"": {""значение"": 884, ""единица"": ""px""}}",TT-ST-FORM,HELP-ST-FORM,Редкие настройки и инструменты.,OPT-12,,,,,WS-SETTINGS,
SH-TITLEBAR-ICON,SH-TITLEBAR-ICON,Иконка окна,window_icon,строка_заголовка,"{""x"": {""значение"": 16, ""единица"": ""px""}, ""y"": {""значение"": 8, ""единица"": ""px""}, ""ширина"": {""значение"": 16, ""единица"": ""px""}, ""высота"": {""значение"": 16, ""единица"": ""px""}}",TT-SH-TITLEBAR-ICON,HELP-SH-TITLEBAR-ICON,Открывает системное меню и помогает идентифицировать окно.,OPT-18,Всегда видим,Всегда доступен,,,общие_регионы.строка_заголовка,
SH-TITLEBAR-TEXT,SH-TITLEBAR-TEXT,Заголовок окна и документа,title_text,строка_заголовка,"{""x"": {""значение"": 48, ""единица"": ""px""}, ""y"": {""значение"": 4, ""единица"": ""px""}, ""ширина"": {""значение"": 520, ""единица"": ""px""}, ""высота"": {""значение"": 24, ""единица"": ""px""}}",TT-SH-TITLEBAR-TEXT,HELP-SH-TITLEBAR-TEXT,"Показывает имя приложения, проекта и при необходимости состояние документа.",OPT-01,Всегда видим,Всегда доступен,,,общие_регионы.строка_заголовка,
SH-TITLEBAR-STATE,SH-TITLEBAR-STATE,Подзаголовок состояния окна,caption_text,строка_заголовка,"{""x"": {""значение"": 576, ""единица"": ""px""}, ""y"": {""значение"": 6, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 20, ""единица"": ""px""}}",TT-SH-TITLEBAR-STATE,HELP-SH-TITLEBAR-STATE,"Показывает краткое состояние вроде «Редактирование», «Расчёт», «Просмотр».",OPT-01,Всегда видим,Всегда доступен,,,общие_регионы.строка_заголовка,
SH-CMD-UNDO,SH-CMD-UNDO,Отменить действие,icon_button,верхняя_командная_панель,"{""x"": {""значение"": 1748, ""единица"": ""px""}, ""y"": {""значение"": 12, ""единица"": ""px""}, ""ширина"": {""значение"": 40, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-SH-CMD-UNDO,HELP-SH-CMD-UNDO,"Отменяет последнее семантическое изменение модели, сценария или layout.",OPT-22,Всегда видим,Всегда доступен,Alt+О,5.0,общие_регионы.верхняя_командная_панель,Ctrl+Z
SH-CMD-REDO,SH-CMD-REDO,Повторить действие,icon_button,верхняя_командная_панель,"{""x"": {""значение"": 1792, ""единица"": ""px""}, ""y"": {""значение"": 12, ""единица"": ""px""}, ""ширина"": {""значение"": 40, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-SH-CMD-REDO,HELP-SH-CMD-REDO,Повторяет ранее отменённое семантическое действие.,OPT-22,Всегда видим,Всегда доступен,Alt+П,6.0,общие_регионы.верхняя_командная_панель,Ctrl+Y
SH-MESSAGE-BAR,SH-MESSAGE-BAR,Строка сообщений,message_bar,под_верхней_командной_панелью,"{""x"": {""значение"": 12, ""единица"": ""px""}, ""y"": {""значение"": 56, ""единица"": ""px""}, ""ширина"": {""значение"": 1896, ""единица"": ""px""}, ""высота"": {""значение"": 36, ""единица"": ""px""}}",TT-SH-MESSAGE-BAR,HELP-SH-MESSAGE-BAR,"Показывает текущие ошибки, предупреждения и информационные сообщения без модального окна.",OPT-16,Всегда видим,Всегда доступен,,,общие_регионы,
SH-LEFT-SPLITTER,SH-LEFT-SPLITTER,Левый splitter,vertical_splitter,между_левой_панелью_и_центром,"{""x"": {""значение"": 304, ""единица"": ""px""}, ""y"": {""значение"": 64, ""единица"": ""px""}, ""ширина"": {""значение"": 6, ""единица"": ""px""}, ""высота"": {""значение"": 984, ""единица"": ""px""}}",TT-SH-LEFT-SPLITTER,HELP-SH-LEFT-SPLITTER,Позволяет изменять ширину левой панели и закрепляет пространственную память.,OPT-14,Всегда видим,Всегда доступен,,,общие_регионы,
SH-RIGHT-SPLITTER,SH-RIGHT-SPLITTER,Правый splitter,vertical_splitter,между_центром_и_правой_панелью,"{""x"": {""значение"": 1562, ""единица"": ""px""}, ""y"": {""значение"": 64, ""единица"": ""px""}, ""ширина"": {""значение"": 6, ""единица"": ""px""}, ""высота"": {""значение"": 984, ""единица"": ""px""}}",TT-SH-RIGHT-SPLITTER,HELP-SH-RIGHT-SPLITTER,Позволяет изменять ширину правой панели свойств и справки.,OPT-13,Всегда видим,Всегда доступен,,,общие_регионы,
SH-BOTTOM-SPLITTER,SH-BOTTOM-SPLITTER,Нижний splitter,horizontal_splitter,между_центром_и_нижней_панелью,"{""x"": {""значение"": 310, ""единица"": ""px""}, ""y"": {""значение"": 952, ""единица"": ""px""}, ""ширина"": {""значение"": 1252, ""единица"": ""px""}, ""высота"": {""значение"": 6, ""единица"": ""px""}}",TT-SH-BOTTOM-SPLITTER,HELP-SH-BOTTOM-SPLITTER,"Регулирует высоту монитора, таблицы и нижних панелей, не скрывая статус.",OPT-07,Всегда видим,Всегда доступен,,,общие_регионы,
SH-SCROLL-CENTER-V,SH-SCROLL-CENTER-V,Вертикальный скролл центральной области,vertical_scrollbar,центральная_область,"{""x"": {""значение"": 1548, ""единица"": ""px""}, ""y"": {""значение"": 64, ""единица"": ""px""}, ""ширина"": {""значение"": 12, ""единица"": ""px""}, ""высота"": {""значение"": 884, ""единица"": ""px""}}",TT-SH-SCROLL-CENTER-V,HELP-SH-SCROLL-CENTER-V,"Даёт доступ к содержимому, которое не помещается в рабочую область после уменьшения окна.",OPT-20,Всегда видим,Всегда доступен,,,общие_регионы,
SH-SCROLL-INSPECTOR-V,SH-SCROLL-INSPECTOR-V,Вертикальный скролл правой панели,vertical_scrollbar,правая_панель,"{""x"": {""значение"": 1896, ""единица"": ""px""}, ""y"": {""значение"": 64, ""единица"": ""px""}, ""ширина"": {""значение"": 12, ""единица"": ""px""}, ""высота"": {""значение"": 884, ""единица"": ""px""}}",TT-SH-SCROLL-INSPECTOR-V,HELP-SH-SCROLL-INSPECTOR-V,Позволяет просмотреть длинное содержимое свойств и help без изменения роли панели.,OPT-13,Всегда видим,Всегда доступен,,,общие_регионы,
SH-SCROLL-GRID-H,SH-SCROLL-GRID-H,Горизонтальный скролл таблиц,horizontal_scrollbar,табличные_области,"{""x"": {""значение"": 310, ""единица"": ""px""}, ""y"": {""значение"": 936, ""единица"": ""px""}, ""ширина"": {""значение"": 1218, ""единица"": ""px""}, ""высота"": {""значение"": 12, ""единица"": ""px""}}",TT-SH-SCROLL-GRID-H,HELP-SH-SCROLL-GRID-H,Делает доступными скрытые колонки таблиц при сохранении закреплённой первой колонки.,OPT-20,Всегда видим,Всегда доступен,,,общие_регионы,
RG-EMPTY-SCENARIO-STATE,RG-EMPTY-SCENARIO-STATE,Пустое состояние сценариев,empty_state_panel,редактор_кольца,"{""x"": {""значение"": 336, ""единица"": ""px""}, ""y"": {""значение"": 132, ""единица"": ""px""}, ""ширина"": {""значение"": 520, ""единица"": ""px""}, ""высота"": {""значение"": 180, ""единица"": ""px""}}",TT-RG-EMPTY-SCENARIO-STATE,HELP-RG-EMPTY-SCENARIO-STATE,"Штатно показывает, что сценарий ещё не выбран или не создан.",OPT-20,Контекстно видим,Всегда доступен,,,рабочее_пространство.Сценарии_и_редактор_кольца,
RG-START-END-LOCK-BANNER,RG-START-END-LOCK-BANNER,Баннер автозамыкания кольца,inline_banner,редактор_кольца,"{""x"": {""значение"": 884, ""единица"": ""px""}, ""y"": {""значение"": 100, ""единица"": ""px""}, ""ширина"": {""значение"": 420, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-RG-START-END-LOCK-BANNER,HELP-RG-START-END-LOCK-BANNER,"Поясняет, что последний сегмент автоматически замыкается на начальные условия сегмента 0.",OPT-03,Контекстно видим,Всегда доступен,,,рабочее_пространство.Сценарии_и_редактор_кольца,
OP-OBJECTIVE-MISMATCH-BANNER,OP-OBJECTIVE-MISMATCH-BANNER,Баннер расхождения контрактов оптимизации,contract_banner,центр_оптимизации,"{""x"": {""значение"": 320, ""единица"": ""px""}, ""y"": {""значение"": 100, ""единица"": ""px""}, ""ширина"": {""значение"": 1180, ""единица"": ""px""}, ""высота"": {""значение"": 36, ""единица"": ""px""}}",TT-OP-OBJECTIVE-MISMATCH-BANNER,HELP-OP-OBJECTIVE-MISMATCH-BANNER,"Показывает, что выбранный исторический run или baseline был получен на другом objective contract.",OPT-19,Контекстно видим,Всегда доступен,,,рабочее_пространство.Оптимизация,
OP-STAGE-POLICY-SUMMARY,OP-STAGE-POLICY-SUMMARY,Сводка stage policy,summary_panel,центр_оптимизации,"{""x"": {""значение"": 1228, ""единица"": ""px""}, ""y"": {""значение"": 324, ""единица"": ""px""}, ""ширина"": {""значение"": 272, ""единица"": ""px""}, ""высота"": {""значение"": 224, ""единица"": ""px""}}",TT-OP-STAGE-POLICY-SUMMARY,HELP-OP-STAGE-POLICY-SUMMARY,"Показывает focus/explore budget, top-k и seed/promotion policy текущего staged режима.",OPT-06,Контекстно видим,Доступен для чтения,,,рабочее_пространство.Оптимизация,
RS-COMPARE-PICKER,RS-COMPARE-PICKER,Селектор сравнения прогонов,dual_picker,результаты_и_сравнение,"{""x"": {""значение"": 320, ""единица"": ""px""}, ""y"": {""значение"": 92, ""единица"": ""px""}, ""ширина"": {""значение"": 540, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-RS-COMPARE-PICKER,HELP-RS-COMPARE-PICKER,Позволяет выбрать baseline и сравниваемый run без скрытых переходов.,OPT-09,Контекстно видим,Всегда доступен,,,рабочее_пространство.Анализ_результатов,
AM-PLAY-PAUSE,AM-PLAY-PAUSE,Запуск и пауза анимации,toggle_button,аниматор,"{""x"": {""значение"": 336, ""единица"": ""px""}, ""y"": {""значение"": 964, ""единица"": ""px""}, ""ширина"": {""значение"": 40, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-AM-PLAY-PAUSE,HELP-AM-PLAY-PAUSE,Запускает или останавливает проигрывание текущего anim_latest.,OPT-10,Контекстно видим,Всегда доступен,,40.0,рабочее_пространство.Анимация,Пробел
AM-PLAYBACK-SPEED,AM-PLAYBACK-SPEED,Скорость проигрывания,combo_box,аниматор,"{""x"": {""значение"": 384, ""единица"": ""px""}, ""y"": {""значение"": 964, ""единица"": ""px""}, ""ширина"": {""значение"": 136, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-AM-PLAYBACK-SPEED,HELP-AM-PLAYBACK-SPEED,Выбирает скорость воспроизведения без изменения геометрического окна дороги.,OPT-10,Контекстно видим,Всегда доступен,,41.0,рабочее_пространство.Анимация,
AM-TIME-READOUT,AM-TIME-READOUT,Текущее время анимации,time_readout,аниматор,"{""x"": {""значение"": 528, ""единица"": ""px""}, ""y"": {""значение"": 964, ""единица"": ""px""}, ""ширина"": {""значение"": 156, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-AM-TIME-READOUT,HELP-AM-TIME-READOUT,Показывает текущее модельное время и длину временного ряда.,OPT-10,Контекстно видим,Доступен для чтения,,,рабочее_пространство.Анимация,
AM-GROUND-PLANE,AM-GROUND-PLANE,Фоновая плоскость сцены,scene_toggle,аниматор,"{""x"": {""значение"": 692, ""единица"": ""px""}, ""y"": {""значение"": 964, ""единица"": ""px""}, ""ширина"": {""значение"": 180, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-AM-GROUND-PLANE,HELP-AM-GROUND-PLANE,Включает лёгкую фоновую землю и предотвращает ощущение чёрной пустоты за пределами дороги.,OPT-10,Контекстно видим,Всегда доступен,,42.0,рабочее_пространство.Анимация,
AM-SELECTION-SYNC,AM-SELECTION-SYNC,Синхронизация выбора со сценой,toggle_button,аниматор,"{""x"": {""значение"": 880, ""единица"": ""px""}, ""y"": {""значение"": 964, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-AM-SELECTION-SYNC,HELP-AM-SELECTION-SYNC,"Связывает выделение объекта в дереве, инспекторе и 3D viewport.",OPT-10,Контекстно видим,Всегда доступен,,43.0,рабочее_пространство.Анимация,
DG-BUNDLE-CONTENTS,DG-BUNDLE-CONTENTS,Состав диагностического пакета,checklist_panel,диагностика,"{""x"": {""значение"": 320, ""единица"": ""px""}, ""y"": {""значение"": 160, ""единица"": ""px""}, ""ширина"": {""значение"": 560, ""единица"": ""px""}, ""высота"": {""значение"": 420, ""единица"": ""px""}}",TT-DG-BUNDLE-CONTENTS,HELP-DG-BUNDLE-CONTENTS,"Показывает, какие разделы войдут в bundle, и даёт ими управлять.",OPT-11,Контекстно видим,Всегда доступен,,,рабочее_пространство.Диагностика,
DG-LAST-BUNDLE-CARD,DG-LAST-BUNDLE-CARD,Карточка последнего диагностического архива,info_card,диагностика,"{""x"": {""значение"": 896, ""единица"": ""px""}, ""y"": {""значение"": 160, ""единица"": ""px""}, ""ширина"": {""значение"": 604, ""единица"": ""px""}, ""высота"": {""значение"": 180, ""единица"": ""px""}}",TT-DG-LAST-BUNDLE-CARD,HELP-DG-LAST-BUNDLE-CARD,"Показывает последний путь, свежесть, размер и состояние health отчёта.",OPT-11,Контекстно видим,Доступен для чтения,,,рабочее_пространство.Диагностика,
