id,название,структура_развёрнутого_описания
HELP-ST-CATEGORY-LIST,,"{""id"": ""HELP-ST-CATEGORY-LIST"", ""название"": ""Список категорий параметров"", ""структура_развёрнутого_описания"": {""что_это"": ""Список категорий параметров"", ""зачем_нужно"": ""Категории: интерфейс, производительность, распределённые вычисления, импорт/экспорт, системные инструменты."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-ST-SEARCH,,"{""id"": ""HELP-ST-SEARCH"", ""название"": ""Поиск по параметрам и инструментам"", ""структура_развёрнутого_описания"": {""что_это"": ""Поиск по параметрам и инструментам"", ""зачем_нужно"": ""Поиск параметров, инструментов и команд."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-ST-FORM,,"{""id"": ""HELP-ST-FORM"", ""название"": ""Форма выбранной категории"", ""структура_развёрнутого_описания"": {""что_это"": ""Форма выбранной категории"", ""зачем_нужно"": ""Редкие настройки и инструменты."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-PARAM-COL-NAME,,"{""id"": ""HELP-PARAM-COL-NAME"", ""название"": ""Параметр"", ""структура_развёрнутого_описания"": {""что_это"": ""Параметр"", ""зачем_нужно"": ""Полное русское название параметра."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-PARAM-COL-CURRENT,,"{""id"": ""HELP-PARAM-COL-CURRENT"", ""название"": ""Текущее значение"", ""структура_развёрнутого_описания"": {""что_это"": ""Текущее значение"", ""зачем_нужно"": ""Текущее значение из проекта."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-PARAM-COL-UNIT,,"{""id"": ""HELP-PARAM-COL-UNIT"", ""название"": ""Единица измерения"", ""структура_развёрнутого_описания"": {""что_это"": ""Единица измерения"", ""зачем_нужно"": ""Единица измерения параметра."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-PARAM-COL-OPT,,"{""id"": ""HELP-PARAM-COL-OPT"", ""название"": ""Оптимизировать"", ""структура_развёрнутого_описания"": {""что_это"": ""Оптимизировать"", ""зачем_нужно"": ""Включает параметр в search space оптимизации."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-PARAM-COL-STATUS,,"{""id"": ""HELP-PARAM-COL-STATUS"", ""название"": ""Статус"", ""структура_развёрнутого_описания"": {""что_это"": ""Статус"", ""зачем_нужно"": ""Показывает валидность, предупреждения и связь с графикой."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-SEGMENT-ID,,"{""id"": ""HELP-RG-SEGMENT-ID"", ""название"": ""Номер сегмента, штуки"", ""структура_развёрнутого_описания"": {""что_это"": ""Номер сегмента, штуки"", ""зачем_нужно"": ""Порядковый номер сегмента."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-SEGMENT-LABEL,,"{""id"": ""HELP-RG-SEGMENT-LABEL"", ""название"": ""Имя сегмента"", ""структура_развёрнутого_описания"": {""что_это"": ""Имя сегмента"", ""зачем_нужно"": ""Короткое имя сегмента."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-SEGMENT-LENGTH,,"{""id"": ""HELP-RG-SEGMENT-LENGTH"", ""название"": ""Длина сегмента, метры"", ""структура_развёрнутого_описания"": {""что_это"": ""Длина сегмента, метры"", ""зачем_нужно"": ""Длина участка по оси траектории."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-TURN-TYPE,,"{""id"": ""HELP-RG-TURN-TYPE"", ""название"": ""Поворот"", ""структура_развёрнутого_описания"": {""что_это"": ""Поворот"", ""зачем_нужно"": ""Структурный тип сегмента: прямо, влево, вправо."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-RADIUS,,"{""id"": ""HELP-RG-RADIUS"", ""название"": ""Радиус центральной линии, метры"", ""структура_развёрнутого_описания"": {""что_это"": ""Радиус центральной линии, метры"", ""зачем_нужно"": ""Радиус сегмента поворота."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-ARC-ANGLE,,"{""id"": ""HELP-RG-ARC-ANGLE"", ""название"": ""Угол дуги, градусы"", ""структура_развёрнутого_описания"": {""что_это"": ""Угол дуги, градусы"", ""зачем_нужно"": ""Угол поворота сегмента."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-END-HEIGHT,,"{""id"": ""HELP-RG-END-HEIGHT"", ""название"": ""Высота дороги в конце сегмента, миллиметры"", ""структура_развёрнутого_описания"": {""что_это"": ""Высота дороги в конце сегмента, миллиметры"", ""зачем_нужно"": ""Высота центральной линии дороги в конце сегмента."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-CROSSFALL,,"{""id"": ""HELP-RG-CROSSFALL"", ""название"": ""Поперечный уклон, градусы"", ""структура_развёрнутого_описания"": {""что_это"": ""Поперечный уклон, градусы"", ""зачем_нужно"": ""Поперечный уклон сегмента."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-SURFACE-TYPE,,"{""id"": ""HELP-RG-SURFACE-TYPE"", ""название"": ""Тип покрытия"", ""структура_развёрнутого_описания"": {""что_это"": ""Тип покрытия"", ""зачем_нужно"": ""Генератор и класс покрытия."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-SURFACE-CLASS,,"{""id"": ""HELP-RG-SURFACE-CLASS"", ""название"": ""Класс шероховатости или профиль"", ""структура_развёрнутого_описания"": {""что_это"": ""Класс шероховатости или профиль"", ""зачем_нужно"": ""Класс ISO8608, имя CSV или описание ручного профиля."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-SINE-AMPLITUDE,,"{""id"": ""HELP-RG-SINE-AMPLITUDE"", ""название"": ""Амплитуда синусоиды, миллиметры"", ""структура_развёрнутого_описания"": {""что_это"": ""Амплитуда синусоиды, миллиметры"", ""зачем_нужно"": ""Амплитуда синусоидального профиля."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-SINE-WAVELENGTH,,"{""id"": ""HELP-RG-SINE-WAVELENGTH"", ""название"": ""Длина волны синусоиды, метры"", ""структура_развёрнутого_описания"": {""что_это"": ""Длина волны синусоиды, метры"", ""зачем_нужно"": ""Пространственная длина волны."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-PHASE-RIGHT,,"{""id"": ""HELP-RG-PHASE-RIGHT"", ""название"": ""Фаза правой колеи, градусы"", ""структура_развёрнутого_описания"": {""что_это"": ""Фаза правой колеи, градусы"", ""зачем_нужно"": ""Фазовый сдвиг правой колеи относительно левой."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-RANDOM-PHASES,,"{""id"": ""HELP-RG-RANDOM-PHASES"", ""название"": ""Случайные фазы"", ""структура_развёрнутого_описания"": {""что_это"": ""Случайные фазы"", ""зачем_нужно"": ""Разрешить случайную фазу микропрофиля."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-TARGET-SPEED,,"{""id"": ""HELP-RG-TARGET-SPEED"", ""название"": ""Целевая скорость прохождения, километры в час"", ""структура_развёрнутого_описания"": {""что_это"": ""Целевая скорость прохождения, километры в час"", ""зачем_нужно"": ""Режим прохождения сегмента, не тип геометрии."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RG-NOTE,,"{""id"": ""HELP-RG-NOTE"", ""название"": ""Комментарий режима прохождения"", ""структура_развёрнутого_описания"": {""что_это"": ""Комментарий режима прохождения"", ""зачем_нужно"": ""Дополнительное пояснение по сегменту."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-ENABLED,,"{""id"": ""HELP-TS-ENABLED"", ""название"": ""Включено"", ""структура_развёрнутого_описания"": {""что_это"": ""Включено"", ""зачем_нужно"": ""Будет ли испытание участвовать в расчёте."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-NAME,,"{""id"": ""HELP-TS-NAME"", ""название"": ""Имя испытания"", ""структура_развёрнутого_описания"": {""что_это"": ""Имя испытания"", ""зачем_нужно"": ""Уникальное имя строки испытания."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-TYPE,,"{""id"": ""HELP-TS-TYPE"", ""название"": ""Тип испытания"", ""структура_развёрнутого_описания"": {""что_это"": ""Тип испытания"", ""зачем_нужно"": ""Тип испытания."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-STAGE,,"{""id"": ""HELP-TS-STAGE"", ""название"": ""Стадия первого входа, уровень"", ""структура_развёрнутого_описания"": {""что_это"": ""Стадия первого входа, уровень"", ""зачем_нужно"": ""Первый runtime-tier, в который входит испытание."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-DT,,"{""id"": ""HELP-TS-DT"", ""название"": ""Шаг интегрирования, секунды"", ""структура_развёрнутого_описания"": {""что_это"": ""Шаг интегрирования, секунды"", ""зачем_нужно"": ""Шаг интегрирования для этого испытания."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-T-END,,"{""id"": ""HELP-TS-T-END"", ""название"": ""Время моделирования, секунды"", ""структура_развёрнутого_описания"": {""что_это"": ""Время моделирования, секунды"", ""зачем_нужно"": ""Продолжительность испытания."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-SCENARIO-LINK,,"{""id"": ""HELP-TS-SCENARIO-LINK"", ""название"": ""Сценарий"", ""структура_развёрнутого_описания"": {""что_это"": ""Сценарий"", ""зачем_нужно"": ""Связанный сценарий из редактора кольца."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-ROAD-CSV,,"{""id"": ""HELP-TS-ROAD-CSV"", ""название"": ""Файл road_csv"", ""структура_развёрнутого_описания"": {""что_это"": ""Файл road_csv"", ""зачем_нужно"": ""Путь к файлу профиля дороги."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-AXAY-CSV,,"{""id"": ""HELP-TS-AXAY-CSV"", ""название"": ""Файл axay_csv"", ""структура_развёрнутого_описания"": {""что_это"": ""Файл axay_csv"", ""зачем_нужно"": ""Путь к файлу управляющих ускорений."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-SCENARIO-JSON,,"{""id"": ""HELP-TS-SCENARIO-JSON"", ""название"": ""Файл scenario_json"", ""структура_развёрнутого_описания"": {""что_это"": ""Файл scenario_json"", ""зачем_нужно"": ""Путь к JSON сценария."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-MAX-CONTACT-LOSS,,"{""id"": ""HELP-TS-MAX-CONTACT-LOSS"", ""название"": ""Максимальная потеря контакта, доля единицы"", ""структура_развёрнутого_описания"": {""что_это"": ""Максимальная потеря контакта, доля единицы"", ""зачем_нужно"": ""Ограничение на допустимую потерю контакта."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-PARAMS-OVERRIDE,,"{""id"": ""HELP-TS-PARAMS-OVERRIDE"", ""название"": ""Переопределения параметров"", ""структура_развёрнутого_описания"": {""что_это"": ""Переопределения параметров"", ""зачем_нужно"": ""Локальные overrides параметров для испытания."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-TS-NOTE,,"{""id"": ""HELP-TS-NOTE"", ""название"": ""Комментарий"", ""структура_развёрнутого_описания"": {""что_это"": ""Комментарий"", ""зачем_нужно"": ""Комментарий к испытанию."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-BL-RUN-NAME,,"{""id"": ""HELP-BL-RUN-NAME"", ""название"": ""Имя базового прогона"", ""структура_развёрнутого_описания"": {""что_это"": ""Имя базового прогона"", ""зачем_нужно"": ""Имя запуска базового прогона."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-BL-BASELINE-SOURCE,,"{""id"": ""HELP-BL-BASELINE-SOURCE"", ""название"": ""Источник baseline"", ""структура_развёрнутого_описания"": {""что_это"": ""Источник baseline"", ""зачем_нужно"": ""Откуда взят текущий baseline."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-BL-AUTO-UPDATE,,"{""id"": ""HELP-BL-AUTO-UPDATE"", ""название"": ""Автообновление baseline_best.json"", ""структура_развёрнутого_описания"": {""что_это"": ""Автообновление baseline_best.json"", ""зачем_нужно"": ""Разрешить накопительное обновление baseline после принятия результата."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
