node_id,scope,surface,kind,label_current,label_recommended,semantic_issue,severity,why_it_hurts,status,semantic_quality_score_1_5
OPT-BTN-OPEN-ANIMATOR,optimized,WS-OPTIMIZATION,secondary_button,Открыть аниматор,Открыть аниматор,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-PATH-BASELINE-CONTRACT,optimized,WS-OPTIMIZATION,path_text,Путь к active baseline contract,Путь к активный базовый прогон contract,mixed_language,medium,В пользовательском слое предпочесть «базовый прогон».,rewrite,3
OPT-BADGE-BASELINE-SOURCE,optimized,WS-OPTIMIZATION,status_badge,Источник baseline,Источник базовый прогон,mixed_language,medium,В пользовательском слое предпочесть «базовый прогон».,rewrite,3
OPT-BADGE-SNAPSHOT-HASH,optimized,WS-OPTIMIZATION,badge,Hash snapshot,Хэш snapshot,implementation_leak,high,Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
OPT-BADGE-OBJECTIVE-VERSION,optimized,WS-OPTIMIZATION,badge,Версия objective contract,Версия контракт целевых показателей,mixed_language,medium,Заменить на «контракт целевых показателей».,rewrite,3
OPT-TXT-OBJECTIVE-STACK,optimized,WS-OPTIMIZATION,info_text,Стек целевых показателей,Стек целевых показателей,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TXT-HARD-GATE,optimized,WS-OPTIMIZATION,info_text,Жёсткое ограничение,Жёсткое ограничение,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BADGE-CONTRACT-DRIFT,optimized,WS-OPTIMIZATION,status_badge,Несовпадение контрактов,Несовпадение контрактов,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-SHOW-BASELINE-CONTRACT,optimized,WS-OPTIMIZATION,secondary_button,Показать baseline contract,Показать базовый прогон contract,mixed_language,medium,В пользовательском слое предпочесть «базовый прогон».,rewrite,3
OPT-BTN-SHOW-OBJECTIVE-CONTRACT,optimized,WS-OPTIMIZATION,secondary_button,Показать objective contract,Показать контракт целевых показателей,mixed_language,medium,Заменить на «контракт целевых показателей».,rewrite,3
OPT-CARD-OBJECTIVE-ORDER,optimized,WS-OPTIMIZATION,visual_card,Графическая иерархия objective stack,Графическая иерархия objective stack,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-HARD-GATE,optimized,WS-OPTIMIZATION,policy_card,Карточка hard gate,Карточка hard условие допуска,jargon,medium,Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-CARD-HASH-PAYLOAD,optimized,WS-OPTIMIZATION,metric_card,Сводка problem hash payload,Сводка problem хэш payload,implementation_leak,high,Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
OPT-RAD-STAGE,optimized,WS-OPTIMIZATION,radio_option,Режим по стадиям (рекомендуется),Режим по стадиям (рекомендуется),none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-RAD-DIST,optimized,WS-OPTIMIZATION,radio_option,Distributed coordinator,Distributed coordinator,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BADGE-READY,optimized,WS-OPTIMIZATION,status_badge,Готовность запуска,Готовность запуска,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TXT-MODE-HELP,optimized,WS-OPTIMIZATION,info_text,Что делает выбранный режим,Что делает выбранный режим,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-LAUNCH-STAGE,optimized,WS-OPTIMIZATION,primary_button,Запустить StageRunner,Запустить StageRunner,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-LAUNCH-DIST,optimized,WS-OPTIMIZATION,primary_button,Запустить distributed coordinator,Запустить distributed coordinator,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-STOP,optimized,WS-OPTIMIZATION,danger_button,Остановить,Остановить,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-CANCEL,optimized,WS-OPTIMIZATION,secondary_button,Отменить запуск,Отменить запуск,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-OPEN-DIAG,optimized,WS-OPTIMIZATION,primary_aux_button,Собрать диагностику,Собрать диагностику,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-OPEN-HISTORY,optimized,WS-OPTIMIZATION,secondary_button,Открыть историю,Открыть историю,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-MINUTES,optimized,WS-OPTIMIZATION,number_box,Лимит времени оптимизации,Лимит времени оптимизации,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-JOBS,optimized,WS-OPTIMIZATION,number_box,Параллельные задания,Параллельные задания,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-WARMSTART,optimized,WS-OPTIMIZATION,combo_box,Режим warm-start,Режим warm-start,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-SURR-SAMPLES,optimized,WS-OPTIMIZATION,number_box,Число surrogate samples,Число surroусловие допуска samples,jargon,medium,Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-FLD-SURR-TOPK,optimized,WS-OPTIMIZATION,number_box,Surrogate top-k,Surroусловие допуска top-k,jargon,medium,Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-FLD-SEED-CAND,optimized,WS-OPTIMIZATION,number_box,Seed кандидатов,Seed кандидатов,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-SEED-COND,optimized,WS-OPTIMIZATION,number_box,Seed условий,Seed условий,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CHK-SORT-COST,optimized,WS-OPTIMIZATION,check_box,Сортировать тесты по стоимости,Сортировать тесты по стоимости,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-STOP-PEN-1,optimized,WS-OPTIMIZATION,number_box,Порог ранней остановки stage1,Порог ранней остановки stage1,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-STOP-PEN-2,optimized,WS-OPTIMIZATION,number_box,Порог ранней остановки stage2,Порог ранней остановки stage2,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-EPS-REL,optimized,WS-OPTIMIZATION,number_box,System influence eps_rel,System influence eps_rel,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CHK-ADAPT-EPS,optimized,WS-OPTIMIZATION,check_box,Adaptive epsilon,Adaptive epsilon,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-POLICY-MODE,optimized,WS-OPTIMIZATION,combo_box,Seed/promotion policy,Seed/продвижение кандидата policy,jargon,medium,Заменить на «продвижение кандидата».,rewrite,3
OPT-CARD-STAGE-BUDGETS,optimized,WS-OPTIMIZATION,visual_card,Графическое распределение бюджета по стадиям,Графическое распределение бюджета по стадиям,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-STAGE-PRIORITY,optimized,WS-OPTIMIZATION,visual_card,Графический профиль приоритета параметров,Графический профиль приоритета параметров,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-BACKEND,optimized,WS-OPTIMIZATION,combo_box,Вычислительный backend,Вычислительный backend,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-BUDGET,optimized,WS-OPTIMIZATION,number_box,Бюджет распределённой оптимизации,Бюджет распределённой оптимизации,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-MAX-INFLIGHT,optimized,WS-OPTIMIZATION,number_box,Максимум задач в полёте,Максимум задач в полёте,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-Q,optimized,WS-OPTIMIZATION,number_box,Размер пакета предложений q,Размер пакета предложений q,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-DEVICE,optimized,WS-OPTIMIZATION,combo_box,Устройство proposer,Устройство proposer,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-DB-ENGINE,optimized,WS-OPTIMIZATION,combo_box,Движок базы run history,Движок базы run history,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CHK-RESUME,optimized,WS-OPTIMIZATION,check_box,Возобновлять run,Возобновлять run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-RUN-ID,optimized,WS-OPTIMIZATION,text_box,Идентификатор distributed run,Идентификатор distributed run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-STALE-TTL,optimized,WS-OPTIMIZATION,number_box,"TTL устаревания, секунды","TTL устаревания, секунды",none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CHK-HV-LOG,optimized,WS-OPTIMIZATION,check_box,Писать hypervolume log,Писать hypervolume log,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-EXPORT-EVERY,optimized,WS-OPTIMIZATION,number_box,Период экспорта результатов,Период экспорта результатов,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-DASK,optimized,WS-OPTIMIZATION,policy_card,Карточка Dask local cluster,Карточка Dask local cluster,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-RAY,optimized,WS-OPTIMIZATION,policy_card,Карточка Ray runtime,Карточка Ray runtime,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-BOTORCH,optimized,WS-OPTIMIZATION,policy_card,Карточка BoTorch/qNEHVI,Карточка BoTorch/qNEHVI,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BAR-PROGRESS,optimized,WS-OPTIMIZATION,progress_bar,Общий progress bar,Общий progress bar,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BADGE-STAGE,optimized,WS-OPTIMIZATION,status_badge,Текущая стадия,Текущая стадия,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TXT-ELAPSED,optimized,WS-OPTIMIZATION,info_text,Прошло времени,Прошло времени,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TXT-STAGE-ROWS,optimized,WS-OPTIMIZATION,info_text,Строк текущей стадии,Строк текущей стадии,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TXT-COMBINED-ROWS,optimized,WS-OPTIMIZATION,info_text,Суммарные строки,Суммарные строки,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BADGE-UNDERFILL,optimized,WS-OPTIMIZATION,status_badge,Состояние underfill,Состояние недобор бюджета стадии,jargon,medium,Заменить на объяснимую формулировку о недоборе бюджета.,rewrite,3
OPT-CARD-GATE-PREVIEW,optimized,WS-OPTIMIZATION,reason_card,Причины gate reject,Причины условие допуска reject,jargon,medium,Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-CARD-FOCUS-PREVIEW,optimized,WS-OPTIMIZATION,reason_card,Причины focus-block,Причины focus-block,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-PROMO-PREVIEW,optimized,WS-OPTIMIZATION,reason_card,Причины promotion-block,Причины продвижение кандидата-block,jargon,medium,Заменить на «продвижение кандидата».,rewrite,3
OPT-PATH-RUN-DIR,optimized,WS-OPTIMIZATION,path_text,Каталог текущего run,Каталог текущего run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-OPEN-RUN-DIR,optimized,WS-OPTIMIZATION,secondary_button,Открыть run dir,Открыть run dir,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-OPEN-LOGS,optimized,WS-OPTIMIZATION,secondary_button,Открыть логи,Открыть логи,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TBL-HISTORY,optimized,WS-OPTIMIZATION,table,Таблица истории optimization run,Таблица истории optimization run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-HISTORY-FILTER,optimized,WS-OPTIMIZATION,combo_box,Фильтр истории,Фильтр истории,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-COMPARE,optimized,WS-OPTIMIZATION,primary_button,Сравнить выбранные run,Сравнить выбранные run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-RUN-CONTRACT,optimized,WS-OPTIMIZATION,policy_card,Карточка выбранного run contract,Карточка выбранного run contract,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-RUN-METRICS,optimized,WS-OPTIMIZATION,metric_card,Сводка метрик выбранного run,Сводка метрик выбранного run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BADGE-CONTRACT-MISMATCH,optimized,WS-OPTIMIZATION,status_badge,Разный objective contract,Разный контракт целевых показателей,mixed_language,medium,Заменить на «контракт целевых показателей».,rewrite,3
OPT-BADGE-HARD-GATE-MISMATCH,optimized,WS-OPTIMIZATION,status_badge,Разный hard gate,Разный hard условие допуска,jargon,medium,Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-BTN-OPEN-RESULTS,optimized,WS-OPTIMIZATION,secondary_button,Открыть results CSV,Открыть results CSV,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-MARK-ANALYSIS,optimized,WS-OPTIMIZATION,secondary_button,Открыть в анализе,Открыть в анализе,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BADGE-ANALYSIS-READY,optimized,WS-OPTIMIZATION,status_badge,Готовность handoff в анализ,Готовность handoff в анализ,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BADGE-ANIMATOR-READY,optimized,WS-OPTIMIZATION,status_badge,Готовность handoff в аниматор,Готовность handoff в аниматор,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BADGE-DIAG-READY,optimized,WS-OPTIMIZATION,status_badge,Готовность диагностики,Готовность диагностики,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TXT-SELECTED-RUN,optimized,WS-OPTIMIZATION,info_text,Выбранный run для передачи,Выбранный run для передачи,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-OPEN-ANALYSIS-SELECTED,optimized,WS-OPTIMIZATION,primary_button,Открыть анализ для run,Открыть анализ для run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-OPEN-ANIMATOR-SELECTED,optimized,WS-OPTIMIZATION,primary_button,Открыть аниматор для run,Открыть аниматор для run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-COLLECT-DIAG,optimized,WS-OPTIMIZATION,primary_aux_button,Собрать диагностику,Собрать диагностику,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CARD-PAYLOAD,optimized,WS-OPTIMIZATION,visual_card,Состав payload для handoff,Состав payload для handoff,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-SHOW-LATEST-OPT,optimized,WS-OPTIMIZATION,secondary_button,Показать latest_optimization,Показать latest_optimization,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BTN-SHOW-SELECTED-CONTRACT,optimized,WS-OPTIMIZATION,secondary_button,Показать selected run contract,Показать selected run contract,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_global,optimized,WS-OPTIMIZATION,field_group,scope global,scope global,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_objective_contract,optimized,WS-OPTIMIZATION,field_group,scope objective_contract,scope objective_contract,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_launch,optimized,WS-OPTIMIZATION,field_group,scope launch,scope launch,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_stage_runner,optimized,WS-OPTIMIZATION,field_group,scope stage_runner,scope stage_runner,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_stage_policy,optimized,WS-OPTIMIZATION,field_group,scope stage_policy,scope stage_policy,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_distributed,optimized,WS-OPTIMIZATION,field_group,scope distributed,scope distributed,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_distributed_advanced,optimized,WS-OPTIMIZATION,field_group,scope distributed_advanced,scope distributed_advanced,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_run_progress,optimized,WS-OPTIMIZATION,field_group,scope run_progress,scope run_progress,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_history,optimized,WS-OPTIMIZATION,field_group,scope history,scope history,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-OPTIMIZATION-scope_handoff,optimized,WS-OPTIMIZATION,field_group,scope handoff,scope handoff,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-BASELINE-ID,optimized,WS-OPTIMIZATION,field,Идентификатор active baseline,Идентификатор активного базового прогона,mixed_language,medium,Специально нормализованная пользовательская подпись.,rewrite,3
OPT-FLD-BASELINE-HASH,optimized,WS-OPTIMIZATION,field,Hash active baseline,Хэш активный базовый прогон,implementation_leak+mixed_language,high,В пользовательском слое предпочесть «базовый прогон». Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
OPT-FLD-BASELINE-SOURCE-KIND,optimized,WS-OPTIMIZATION,field,Источник active baseline,Источник активного базового прогона,mixed_language,medium,Специально нормализованная пользовательская подпись.,rewrite,3
OPT-FLD-SNAPSHOT-HASH,optimized,WS-OPTIMIZATION,field,Hash validated snapshot,Хэш validated snapshot,implementation_leak,high,Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
OPT-FLD-OBJECTIVE-CONTRACT-ID,optimized,WS-OPTIMIZATION,field,Идентификатор objective contract,Идентификатор контракт целевых показателей,mixed_language,medium,Заменить на «контракт целевых показателей».,rewrite,3
OPT-FLD-OBJECTIVE-CONTRACT-HASH,optimized,WS-OPTIMIZATION,field,Hash objective contract,Хэш контракта целевых показателей,mixed_language,medium,Специально нормализованная пользовательская подпись.,rewrite,3
OPT-FLD-OBJECTIVE-STACK,optimized,WS-OPTIMIZATION,field,Стек целевых показателей,Стек целевых показателей,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-HARD-GATE-KEY,optimized,WS-OPTIMIZATION,field,Ключ жёсткого ограничения,Ключ жёсткого ограничения,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-HARD-GATE-TOL,optimized,WS-OPTIMIZATION,field,Порог жёсткого ограничения,Порог жёсткого ограничения,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-ACTIVE-MODE,optimized,WS-OPTIMIZATION,field,Активный режим оптимизации,Активный режим оптимизации,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-READY-STATE,optimized,WS-OPTIMIZATION,field,Готовность запуска optimization,Готовность запуска optimization,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-RUN-NAME,optimized,WS-OPTIMIZATION,field,Имя optimization run,Имя optimization run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-RUN-DIR,optimized,WS-OPTIMIZATION,field,Каталог optimization run,Каталог optimization run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-OPT-MINUTES,optimized,WS-OPTIMIZATION,field,Лимит времени оптимизации,Лимит времени оптимизации,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-SEED-CANDIDATES,optimized,WS-OPTIMIZATION,field,Seed кандидатов,Seed кандидатов,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-SEED-CONDITIONS,optimized,WS-OPTIMIZATION,field,Seed условий,Seed условий,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-SORT-TESTS,optimized,WS-OPTIMIZATION,field,Сортировать тесты по стоимости,Сортировать тесты по стоимости,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-INFLUENCE-EPS,optimized,WS-OPTIMIZATION,field,System influence eps_rel,System influence eps_rel,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-ADAPTIVE-EPS,optimized,WS-OPTIMIZATION,field,Adaptive influence epsilon,Adaptive influence epsilon,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-STAGE-POLICY,optimized,WS-OPTIMIZATION,field,Режим seed/promotion policy,Режим seed/продвижение кандидата policy,jargon,medium,Заменить на «продвижение кандидата».,rewrite,3
OPT-FLD-STAGE0-BUDGET,optimized,WS-OPTIMIZATION,field,Бюджет stage0,Бюджет stage0,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-STAGE1-BUDGET,optimized,WS-OPTIMIZATION,field,Бюджет stage1,Бюджет stage1,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-STAGE2-BUDGET,optimized,WS-OPTIMIZATION,field,Бюджет stage2,Бюджет stage2,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-DIST-BUDGET,optimized,WS-OPTIMIZATION,field,Бюджет distributed run,Бюджет distributed run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-RESUME,optimized,WS-OPTIMIZATION,field,Возобновлять run,Возобновлять run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-RUN-ID-DIST,optimized,WS-OPTIMIZATION,field,Идентификатор distributed run,Идентификатор distributed run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-HV-LOG,optimized,WS-OPTIMIZATION,field,Логировать hypervolume,Логировать hypervolume,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-N-INIT,optimized,WS-OPTIMIZATION,field,Число начальных точек,Число начальных точек,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-MIN-FEASIBLE,optimized,WS-OPTIMIZATION,field,Минимум feasible before qNEHVI,Минимум feasible before qNEHVI,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-BOTORCH-RESTARTS,optimized,WS-OPTIMIZATION,field,Число рестартов BoTorch,Число рестартов BoTorch,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-BOTORCH-RAW-SAMPLES,optimized,WS-OPTIMIZATION,field,Raw samples BoTorch,Raw samples BoTorch,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-BOTORCH-MAXITER,optimized,WS-OPTIMIZATION,field,Максимум итераций BoTorch,Максимум итераций BoTorch,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-BOTORCH-REF-MARGIN,optimized,WS-OPTIMIZATION,field,Запас reference margin,Запас reference margin,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-PROGRESS,optimized,WS-OPTIMIZATION,field,Доля выполнения optimization,Доля выполнения optimization,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-CURRENT-STAGE,optimized,WS-OPTIMIZATION,field,Текущая стадия,Текущая стадия,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-ELAPSED,optimized,WS-OPTIMIZATION,field,Прошло времени,Прошло времени,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-STAGE-ROWS,optimized,WS-OPTIMIZATION,field,Строк текущей стадии,Строк текущей стадии,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-COMBINED-ROWS,optimized,WS-OPTIMIZATION,field,Суммарные строки результата,Суммарные строки результата,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-UNDERFILL,optimized,WS-OPTIMIZATION,field,Underfill стадии,недобор бюджета стадии стадии,jargon,medium,Заменить на объяснимую формулировку о недоборе бюджета.,rewrite,3
OPT-FLD-GATE-PREVIEW,optimized,WS-OPTIMIZATION,field,Причины gate reject,Причины условие допуска reject,jargon,medium,Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-FLD-PROMO-PREVIEW,optimized,WS-OPTIMIZATION,field,Причины promotion block,Причины продвижение кандидата block,jargon,medium,Заменить на «продвижение кандидата».,rewrite,3
OPT-FLD-SELECTED-RUN,optimized,WS-OPTIMIZATION,field,Выбранный run в истории,Выбранный run в истории,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-SELECTED-RUN-MODE,optimized,WS-OPTIMIZATION,field,Режим выбранного run,Режим выбранного run,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-SELECTED-OBJECTIVE-HASH,optimized,WS-OPTIMIZATION,field,Hash выбранного objective contract,Хэш выбранного контракт целевых показателей,implementation_leak+mixed_language,high,Заменить на «контракт целевых показателей». Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
OPT-FLD-HARD-GATE-MISMATCH,optimized,WS-OPTIMIZATION,field,Несовпадение hard gate,Несовпадение hard условие допуска,jargon,medium,Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-FLD-CONTRACT-MISMATCH,optimized,WS-OPTIMIZATION,field,Несовпадение objective contract,Несовпадение контракт целевых показателей,mixed_language,medium,Заменить на «контракт целевых показателей».,rewrite,3
OPT-FLD-ANALYSIS-READY,optimized,WS-OPTIMIZATION,field,Готовность передачи в анализ,Готовность передачи в анализ,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-ANIMATOR-READY,optimized,WS-OPTIMIZATION,field,Готовность передачи в аниматор,Готовность передачи в аниматор,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FLD-DIAG-READY,optimized,WS-OPTIMIZATION,field,Готовность диагностики,Готовность диагностики,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-REVIEW-BASELINE,optimized,WS-OPTIMIZATION,task,Проверить active baseline и его происхождение,Проверить активный базовый прогон и его происхождение,mixed_language,medium,В пользовательском слое предпочесть «базовый прогон».,rewrite,3
OPT-TASK-REVIEW-CONTRACT,optimized,WS-OPTIMIZATION,task,Проверить stack целей и жёсткое ограничение,Проверить stack целей и жёсткое ограничение,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-SELECT-MODE,optimized,WS-OPTIMIZATION,task,Выбрать один активный режим запуска,Выбрать один активный режим запуска,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-CONFIG-STAGE,optimized,WS-OPTIMIZATION,task,Настроить StageRunner,Настроить StageRunner,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-CONFIG-DIST,optimized,WS-OPTIMIZATION,task,Настроить distributed coordinator,Настроить distributed coordinator,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-LAUNCH,optimized,WS-OPTIMIZATION,task,Запустить активный режим,Запустить активный режим,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-MONITOR,optimized,WS-OPTIMIZATION,task,"Следить за текущей стадией, количеством строк и бюджетом","Следить за текущей стадией, количеством строк и бюджетом",none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-READ-UNDERFILL,optimized,WS-OPTIMIZATION,task,Понять причину underfill и gate decisions,Понять причину недобор бюджета стадии и условие допуска decisions,jargon,medium,Заменить на «ограничение» / «условие допуска». Заменить на объяснимую формулировку о недоборе бюджета.,rewrite,3
OPT-TASK-READ-PROMOTION,optimized,WS-OPTIMIZATION,task,Понять причину promotion или блокировки кандидата,Понять причину продвижение кандидата или блокировки кандидата,jargon,medium,Заменить на «продвижение кандидата».,rewrite,3
OPT-TASK-HISTORY,optimized,WS-OPTIMIZATION,task,Сравнить исторические прогоны по контракту,Сравнить исторические прогоны по контракту,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-OPEN-RESULTS,optimized,WS-OPTIMIZATION,task,Открыть анализ и аниматор от выбранного прогона,Открыть анализ и аниматор от выбранного прогона,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-TASK-STOP-RESUME,optimized,WS-OPTIMIZATION,task,"Остановить, продолжить или возобновить прогон","Остановить, продолжить или возобновить прогон",none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CHECK-BASELINE,optimized,WS-OPTIMIZATION,check,"Проверка, что baseline готов и не устарел","Проверка, что базовый прогон готов и не устарел",mixed_language,medium,В пользовательском слое предпочесть «базовый прогон».,rewrite,3
