PAR_ID,FIELD_ID,FULL_NAME_RU,SHORT_NAME_RU,SYMBOL,UNIT,DATA_TYPE,STORAGE_FORMAT,INPUT_FORMAT,ALLOWED_VALUES,DEFAULT_VALUE,DEPENDENCIES,GROUP_ID,SOURCE_OF_TRUTH,CODE_LOCATION,GUI_SURFACES,ROLE_IN_LOGIC,VISIBILITY_ROLE,EDITABILITY,ACCESSIBILITY,WHY_AVAILABLE_OR_NOT,DERIVED_PRESENTATIONS,LEGENDS_AND_INDICATORS,TEST_AND_ACCEPTANCE_LINKS,STATUS,SOURCE_ID
PAR-0275,AM-FLD-OBJECTIVE-HASH,Hash контракта целевых показателей,Hash контракта целевых показателей,,not_applicable,hash,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Hash objective stack и hard gate.,selected_context,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0276,AM-FLD-SUITE-SNAPSHOT-HASH,Hash validated snapshot набора испытаний,Hash validated snapshot набора испытаний,,not_applicable,hash,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Hash validated_suite_snapshot.json.,selected_context,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0277,AM-FLD-COMPARE-CONTRACT-ID,Идентификатор compare contract,Идентификатор compare contract,,not_applicable,uuid,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Есть только при включённом compare overlay.,compare,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0278,AM-FLD-COMPARE-MODE,Режим сравнения,Режим сравнения,,not_applicable,enum,as_declared,enum,baseline_vs_run|run_vs_run|test_vs_test|segment_vs_segment,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Различает тип compare overlay.,compare,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0279,AM-FLD-SELECTED-TEST-ID,Идентификатор выбранного испытания,Идентификатор выбранного испытания,,not_applicable,string,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Выбранный test context для viewport overlays.,selection,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0280,AM-FLD-SELECTED-SEGMENT-ID,Идентификатор выбранного сегмента,Идентификатор выбранного сегмента,,not_applicable,string,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Выбранный segment context для road overlay.,selection,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0281,AM-FLD-SELECTED-OBJECT-KIND,Тип выбранного объекта,Тип выбранного объекта,,not_applicable,enum,as_declared,enum,wheel|lower_arm|upper_arm|cylinder|hardpoint|contact_patch|road,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Тип выделенного объекта в viewport или browser.,selection,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0282,AM-FLD-SELECTED-OBJECT-ID,Идентификатор выбранного объекта,Идентификатор выбранного объекта,,not_applicable,string,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Уникальный ID выделенного объекта.,selection,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0283,AM-FLD-RESULT-ARTIFACT-PATH,Путь к артефакту анимации,Путь к артефакту анимации,,not_applicable,path,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Путь к anim export artifact / anim_latest.,artifact,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0284,AM-FLD-EVIDENCE-MANIFEST-PATH,Путь к evidence manifest,Путь к evidence manifest,,not_applicable,path,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Путь к manifest артефактов для handoff и capture.,artifact,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0285,AM-FLD-HARDPOINTS-PATH,Путь к hardpoints source-of-truth,Путь к hardpoints source-of-truth,,not_applicable,path,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Путь к явному hardpoints JSON или NPZ block.,artifact,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0286,AM-FLD-PACKAGING-PATH,Путь к packaging passport,Путь к packaging passport,,not_applicable,path,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Путь к packaging passport для цилиндров.,artifact,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0287,AM-FLD-ROAD-SEGMENTS-PATH,Путь к metadata сегментов дороги,Путь к metadata сегментов дороги,,not_applicable,path,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Путь к exported road segments metadata.,artifact,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0288,AM-FLD-PLAYING-STATE,Состояние проигрывания,Состояние проигрывания,,not_applicable,enum,as_declared,enum,stopped|paused|playing,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Текущее состояние transport.,playback,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0289,AM-FLD-SAMPLED-TIME-SEC,"Текущее время проигрывания, секунды","Текущее время проигрывания, секунды",,с,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,"Время, соответствующее текущему положению playhead.",playback,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0290,AM-FLD-SOURCE-TIME-STEP-SEC,"Шаг исходной временной сетки, секунды","Шаг исходной временной сетки, секунды",,с,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Средний шаг исходных точек во времени.,playback,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0291,AM-FLD-SOURCE-ROW-INDEX,Индекс исходной строки источника,Индекс исходной строки источника,,not_applicable,integer,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Индекс ближайшей/нижней строки источника при текущем sampled time.,playback,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0292,AM-FLD-INTERPOLATION-MODE,Режим интерполяции,Режим интерполяции,,not_applicable,enum,as_declared,enum,nearest|linear|disabled,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Как viewport получает промежуточное состояние между кадрами.,playback,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0293,AM-FLD-PLAYBACK-SPEED-MULTIPLIER,"Скорость проигрывания, множитель","Скорость проигрывания, множитель",,×,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Множитель скорости transport относительно реального времени.,playback,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0294,AM-FLD-LOOP-MODE,Режим циклического проигрывания,Режим циклического проигрывания,,not_applicable,enum,as_declared,enum,off|loop_selection|loop_full,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,"Определяет, повторять ли выбранное окно или весь run.",playback,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0295,AM-FLD-VIEW-PRESET,Предустановленный вид камеры,Предустановленный вид камеры,,not_applicable,enum,as_declared,enum,home|front|rear|left|right|top|bottom|isometric,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Канонические позиции камеры.,camera,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0296,AM-FLD-PROJECTION-MODE,Режим проекции камеры,Режим проекции камеры,,not_applicable,enum,as_declared,enum,perspective|orthographic,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Тип камеры.,camera,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0297,AM-FLD-FOLLOW-SELECTION,Следовать за выбранным объектом,Следовать за выбранным объектом,,not_applicable,boolean,as_declared,as_declared,Да|Нет,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,При включении камера держит selected object в центре.,camera,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0298,AM-FLD-GRID-VISIBLE,Показывать сетку,Показывать сетку,,not_applicable,boolean,as_declared,as_declared,Да|Нет,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Видимость сетки ориентиров.,camera,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0299,AM-FLD-GROUND-PLANE-VISIBLE,Показывать фоновую плоскость земли,Показывать фоновую плоскость земли,,not_applicable,boolean,as_declared,as_declared,Да|Нет,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Видимость фоновой ground plane вне road ribbon.,camera,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0300,AM-FLD-TRUTH-MODE,Глобальный truth mode аниматора,Глобальный truth mode аниматора,,not_applicable,enum,as_declared,enum,full_truth|input_preview|conditional_partial|axis_only|unavailable,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Главный truthful/degraded режим текущего кадра.,truth,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0301,AM-FLD-ROAD-TRUTH-MODE,Truth mode дороги,Truth mode дороги,,not_applicable,enum,as_declared,enum,solver_confirmed|input_preview|conditional_partial|unavailable,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Источник и полнота road geometry.,truth,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0302,AM-FLD-SUSPENSION-TRUTH-MODE,Truth mode подвески,Truth mode подвески,,not_applicable,enum,as_declared,enum,solver_confirmed|input_preview|conditional_partial|unavailable,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Источник и полнота suspension geometry.,truth,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0303,AM-FLD-CYLINDER-TRUTH-MODE,Truth mode выбранного цилиндра,Truth mode выбранного цилиндра,,not_applicable,enum,as_declared,enum,full_truth|axis_only|conditional_partial|hidden,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Режим отображения выбранного цилиндра.,truth,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0304,AM-FLD-MISSING-CONTRACTS,Список отсутствующих контрактов,Список отсутствующих контрактов,,not_applicable,string_list,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Какие именно contract layers отсутствуют для full truth.,truth,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0305,AM-FLD-TRUTH-WARNING-TEXT,Текст предупреждения truthful/degraded режима,Текст предупреждения truthful/degraded режима,,not_applicable,multiline,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,"Понятное человеку объяснение, почему включён degraded mode.",truth,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0306,AM-FLD-SEGMENT-NAME,Название сегмента,Название сегмента,,not_applicable,string,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Человекочитаемое имя сегмента из ring export.,road_segment,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0307,AM-FLD-SEGMENT-TURN-DIRECTION,Направление поворота сегмента,Направление поворота сегмента,,not_applicable,enum,as_declared,enum,прямо|влево|вправо,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,"Геометрический тип сегмента, не телеметрия разгона/торможения.",road_segment,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0308,AM-FLD-SEGMENT-SURFACE-TYPE,Тип покрытия сегмента,Тип покрытия сегмента,,not_applicable,string,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Тип дорожного покрытия сегмента.,road_segment,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0309,AM-FLD-SEGMENT-RADIUS-M,"Радиус сегмента, метры","Радиус сегмента, метры",,м,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Радиус центральной линии для поворотного сегмента.,road_segment,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0310,AM-FLD-SEGMENT-SPEED-KMH,"Целевая скорость сегмента, километры в час","Целевая скорость сегмента, километры в час",,км/ч,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Справочный режим прохождения сегмента.,road_segment,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0311,AM-FLD-SEGMENT-CROSS-SLOPE-DEG,"Поперечный уклон сегмента, градусы","Поперечный уклон сегмента, градусы",,°,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Угол поперечного наклона дороги на выбранном сегменте.,road_segment,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0312,AM-FLD-SEGMENT-END-HEIGHT-M,"Высота дороги в конце сегмента, метры","Высота дороги в конце сегмента, метры",,м,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Продольный профиль: высота центральной линии в конце сегмента.,road_segment,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0313,AM-FLD-HARDPOINT-LABEL,Идентификатор hardpoint,Идентификатор hardpoint,,not_applicable,string,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Имя выбранной опорной точки.,hardpoint,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0314,AM-FLD-HARDPOINT-X-MM,"Координата X hardpoint, миллиметры","Координата X hardpoint, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Координата X выбранной точки в мировой системе координат.,hardpoint,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0315,AM-FLD-HARDPOINT-Y-MM,"Координата Y hardpoint, миллиметры","Координата Y hardpoint, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Координата Y выбранной точки в мировой системе координат.,hardpoint,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0316,AM-FLD-HARDPOINT-Z-MM,"Координата Z hardpoint, миллиметры","Координата Z hardpoint, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Координата Z выбранной точки в мировой системе координат.,hardpoint,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-018
PAR-0317,AM-FLD-CYL-BODY-LENGTH-MM,"Длина корпуса цилиндра, миллиметры","Длина корпуса цилиндра, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Явная длина корпуса цилиндра по packaging passport.,cylinder,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0318,AM-FLD-CYL-STROKE-MM,"Ход цилиндра, миллиметры","Ход цилиндра, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Полный рабочий ход цилиндра.,cylinder,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0319,AM-FLD-CYL-ROD-EYE-LENGTH-MM,"Длина штока до шарнира, миллиметры","Длина штока до шарнира, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Явная длина части штока до шарнира.,cylinder,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0320,AM-FLD-CYL-RETRACTED-MOUNT-LENGTH-MM,"Монтажная длина в убранном положении, миллиметры","Монтажная длина в убранном положении, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Расстояние между точками крепления в убранном состоянии.,cylinder,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0321,AM-FLD-CYL-EXTENDED-MOUNT-LENGTH-MM,"Монтажная длина в выдвинутом положении, миллиметры","Монтажная длина в выдвинутом положении, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Расстояние между точками крепления в выдвинутом состоянии.,cylinder,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0322,AM-FLD-CYL-PACKAGING-CLEARANCE-MM,"Минимальный упаковочный зазор, миллиметры","Минимальный упаковочный зазор, миллиметры",,мм,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Минимальный clearance относительно соседней геометрии.,cylinder,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0323,AM-FLD-CYL-AXIS-ONLY-REASON,Причина axis-only режима,Причина axis-only режима,,not_applicable,multiline,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,"Поясняет, каких packaging полей не хватает для full truth.",cylinder,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0324,AM-FLD-COMPARE-GHOST-ALPHA,"Прозрачность ghost overlay, доля единицы","Прозрачность ghost overlay, доля единицы",,доля,float,as_declared,decimal,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Насколько прозрачен второй контур сравнения.,compare,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0325,AM-FLD-COMPARE-MISMATCH-TEXT,Текст несоответствия compare contract,Текст несоответствия compare contract,,not_applicable,multiline,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Показывает drift по baseline/objective/hash или unavailable overlay.,compare,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0326,AM-FLD-EVIDENCE-MANIFEST-ID,Идентификатор evidence manifest,Идентификатор evidence manifest,,not_applicable,uuid,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,ID manifest для capture и handoff диагностики.,evidence,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0327,AM-FLD-DIAGNOSTICS-BUNDLE-PATH,Путь к последнему bundle диагностики,Путь к последнему bundle диагностики,,not_applicable,path,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,"Путь к bundle, который примет WS-DIAGNOSTICS.",evidence,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0328,AM-FLD-CAPTURE-EXPORT-PATH,Путь к manifest экспорта кадров,Путь к manifest экспорта кадров,,not_applicable,path,as_declared,as_declared,,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Путь к export manifest для кадров/последовательности.,evidence,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
PAR-0329,AM-FLD-EXPORT-FORMAT,Формат экспорта кадра,Формат экспорта кадра,,not_applicable,enum,as_declared,enum,png|jpg|frame_manifest|camera_bookmark_json,,,GRP-ANIMATOR,analysis_context_and_anim_latest_sidecars,anim_latest.npz sidecars; truthful graphics handoff,WS-ANIMATOR,Выбранный формат сохранения из аниматора.,evidence,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-ANIMATOR; downstream access определяется pipeline matrix.,,,,covered,SRC-018
