UI_ID,UI_NAME_RU,UI_TYPE,WORKSPACE_ID,WINDOW_ID,SCREEN_IDS,REGION_ID,PARENT_CONTAINER_ID,X_LOCAL_PX,Y_LOCAL_PX,MIN_WIDTH_PX,MIN_HEIGHT_PX,PREFERRED_WIDTH_PX,PREFERRED_HEIGHT_PX,SOURCE_BINDING,RELATED_PAR_ID,VISIBLE_WHEN,ENABLED_WHEN,TOOLTIP_REQUIRED,HELP_REQUIRED,SCROLL_BEHAVIOR,POSITIONING_RULE,RESIZE_RULE,STATE_MODEL,SOURCE_ID
AN-CMB-LEFT-RUN,Левый источник,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-02;AN-SCR-06,AN-COMPARE,AN-COMPARE,264,36,195,26,260,34,analysis.compare.left_ref,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CMB-RIGHT-RUN,Правый источник,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-02;AN-SCR-06,AN-COMPARE,AN-COMPARE,538,36,195,26,260,34,analysis.compare.right_ref,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CMB-ALIGNMENT,Выравнивание сравнения,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-02;AN-SCR-06,AN-COMPARE,AN-COMPARE,812,36,165,26,220,34,analysis.compare.alignment_mode,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CMB-MISMATCH-POLICY,Политика mismatch,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-02;AN-SCR-06,AN-COMPARE,AN-COMPARE,1046,36,172,26,230,34,analysis.compare.mismatch_policy,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TABLE-COMPARE-SCOPE,Область сравнения,data_table,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-02;AN-SCR-06,AN-COMPARE,AN-COMPARE,0,84,608,84,810,112,analysis.compare.scope_matrix,,Всегда,Всегда,Да,Да,Внутренний,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BANNER-COMPARE-MISMATCH,Mismatch выбранных прогонов,warning_banner,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-02;AN-SCR-06,AN-COMPARE,AN-COMPARE,824,84,394,32,526,42,analysis.compare.mismatch_summary,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-COMPARE,Построить сравнение,primary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-02;AN-SCR-06,AN-COMPARE,AN-COMPARE,824,142,180,27,240,36,analysis.compare.execute,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-EXPORT-COMPARE,Экспортировать compare package,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-02;AN-SCR-06,AN-COMPARE,AN-COMPARE,1078,142,204,27,272,36,route.analysis.export_compare,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TXT-RESULTS-TITLE,Результаты выбранного прогона,section_title,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,0,0,225,21,300,28,analysis.results.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-KPI-PENALTY,Суммарный штраф физичности,kpi_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,0,36,180,63,240,84,analysis.results.penalty_total,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-KPI-COMFORT,"Комфорт, среднеквадратичное ускорение рамы",kpi_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,254,36,180,63,240,84,analysis.results.comfort_rms,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-KPI-ROLL,"Боковая реакция, proxy по крену",kpi_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,508,36,180,63,240,84,analysis.results.roll_proxy,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-KPI-ENERGY,Энергия дросселирования,kpi_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,762,36,180,63,240,84,analysis.results.energy_metric,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-KPI-BEST,Лучший кандидат,kpi_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,1016,36,250,63,334,84,analysis.results.best_candidate,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TABLE-PER-TEST,Таблица по испытаниям,data_table,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,0,136,525,128,700,170,analysis.results.per_test_table,,Всегда,Всегда,Да,Да,Внутренний,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TABLE-ARTIFACTS,Таблица артефактов run,data_table,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,716,136,476,128,634,170,analysis.results.artifact_table,,Всегда,Всегда,Да,Да,Внутренний,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-OPEN-TEST-CHARTS,Открыть графики по испытанию,primary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,0,322,188,27,250,36,route.analysis.test_charts,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-OPEN-SEGMENT,Открыть анализ по сегменту,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,264,322,195,27,260,36,route.analysis.segment,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-OPEN-EXPORT,Открыть экспорт,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,538,322,135,27,180,36,route.analysis.export,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-HANDOFF-ANIMATOR,Открыть run в аниматоре,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,732,322,165,27,220,36,route.ws_animator,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BADGE-OPTIONAL-MISSING,Не все optional artifacts доступны,badge,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-03;AN-SCR-04;AN-SCR-06;AN-SCR-07,AN-RESULTS,AN-RESULTS,966,326,288,21,384,28,analysis.results.optional_missing,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TXT-CHART-TITLE,Графики и временные ряды,section_title,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,0,0,165,21,220,28,analysis.chart.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CMB-CHART-PRESET,Preset графика,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,0,36,165,26,220,34,analysis.chart.preset,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CMB-LEFT-METRIC,Левая ось,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,234,36,165,26,220,34,analysis.chart.left_metric,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CMB-RIGHT-METRIC,Правая ось,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,468,36,165,26,220,34,analysis.chart.right_metric,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TXT-TIME-WINDOW,Окно времени,info_text,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,702,40,105,18,140,24,analysis.chart.time_window,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-SLIDER-TIME-START,Начало окна времени,slider,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,848,36,165,26,220,34,analysis.chart.time_start_s,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-SLIDER-TIME-END,Конец окна времени,slider,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,1082,36,165,26,220,34,analysis.chart.time_end_s,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CANVAS-MAIN,Основной график,chart_canvas,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,0,84,622,177,830,236,analysis.chart.main_canvas,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CANVAS-COMPARE,Сравнительный график,chart_canvas,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,846,84,378,177,504,236,analysis.chart.compare_canvas,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-LEGEND,Легенда,legend_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,0,332,360,45,480,60,analysis.chart.legend,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-EXPORT-CHART,Экспортировать график,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,494,340,142,27,190,36,analysis.chart.export,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-RESET-CHART,Сбросить zoom,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,698,340,112,27,150,36,analysis.chart.reset,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-OPEN-DIAG-EVIDENCE,Открыть diagnostics evidence,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-04;AN-SCR-05;AN-SCR-06,AN-CHART,AN-CHART,862,340,184,27,246,36,route.analysis.diagnostics_evidence,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TXT-SEGMENT-TITLE,Сценарии и сегменты,section_title,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,0,0,165,21,220,28,analysis.segment.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-LIST-SCENARIOS,Список сценариев,list_panel,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,0,36,210,112,280,150,analysis.segment.scenario_list,,Всегда,Всегда,Да,Да,Внутренний,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-LIST-SEGMENTS,Список сегментов,list_panel,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,294,36,210,112,280,150,analysis.segment.segment_list,,Всегда,Всегда,Да,Да,Внутренний,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CARD-SEGMENT-SUMMARY,Карточка сегмента,summary_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,588,36,292,112,390,150,analysis.segment.summary,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BADGE-SEGMENT-DRIFT,Mismatch segment metadata,badge,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,992,42,268,21,358,28,analysis.segment.mismatch,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CANVAS-SEGMENT-CHART,График по сегменту,chart_canvas,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,0,202,555,128,740,170,analysis.segment.chart,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TABLE-SEGMENT-METRICS,Таблица показателей сегмента,data_table,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,754,202,447,128,596,170,analysis.segment.metrics,,Всегда,Всегда,Да,Да,Внутренний,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-OPEN-RING,Открыть ring context,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,0,386,135,27,180,36,route.ws_ring,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-OPEN-ANIMATOR-SEGMENT,Открыть сегмент в аниматоре,primary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,194,386,195,27,260,36,route.ws_animator.segment,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-EXPORT-SEGMENT,Экспортировать segment report,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-05,AN-SEGMENT,AN-SEGMENT,468,386,180,27,240,36,analysis.segment.export,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TXT-HANDOFF-TITLE,Handoff в аниматор и диагностику,section_title,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-01;AN-SCR-08,AN-HANDOFF,AN-HANDOFF,0,0,248,21,330,28,analysis.handoff.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CARD-HANDOFF-ANIMATOR,Карточка handoff в аниматор,action_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-01;AN-SCR-08,AN-HANDOFF,AN-HANDOFF,0,36,322,98,430,130,analysis.handoff.animator,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CARD-HANDOFF-DIAGNOSTICS,Карточка handoff в диагностику,action_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-01;AN-SCR-08,AN-HANDOFF,AN-HANDOFF,446,36,322,98,430,130,analysis.handoff.diagnostics,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CARD-HANDOFF-EXPORT,Карточка handoff в export,action_card,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-01;AN-SCR-08,AN-HANDOFF,AN-HANDOFF,892,36,344,98,458,130,analysis.handoff.export,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-TO-ANIMATOR,Открыть выбранный run в аниматоре,primary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-01;AN-SCR-08,AN-HANDOFF,AN-HANDOFF,0,182,232,27,310,36,route.ws_animator,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-TO-DIAGNOSTICS,Открыть diagnostics bundle prep,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-01;AN-SCR-08,AN-HANDOFF,AN-HANDOFF,324,182,232,27,310,36,route.ws_diagnostics,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-TO-EXPORT,Открыть export manifest,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-01;AN-SCR-08,AN-HANDOFF,AN-HANDOFF,648,182,188,27,250,36,route.analysis.export,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-BTN-BACK-OVERVIEW,Вернуться к overview,secondary_button,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-01;AN-SCR-08,AN-HANDOFF,AN-HANDOFF,912,182,142,27,190,36,route.analysis.overview,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-TXT-EXPORT-TITLE,Экспорт отчётов и таблиц,section_title,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-07,AN-EXPORT,AN-EXPORT,0,0,210,21,280,28,analysis.export.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CMB-EXPORT-FORMAT,Формат экспорта,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-07,AN-EXPORT,AN-EXPORT,0,36,165,26,220,34,analysis.export.format,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
AN-CMB-REPORT-SCOPE,Область отчёта,combo_box,WS-ANALYSIS,WIN-MAIN-SHELL,AN-SCR-07,AN-EXPORT,AN-EXPORT,234,36,165,26,220,34,analysis.export.scope,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-017
